timestamp,announcements,withdrawals,nlri_ann,dups,origin_0,origin_2,origin_changes,imp_wd,imp_wd_spath,imp_wd_dpath,as_path_max,unique_as_path_max,edit_distance_avg,edit_distance_max,edit_distance_dict_0,edit_distance_dict_1,edit_distance_dict_2,edit_distance_dict_3,edit_distance_dict_4,edit_distance_dict_5,edit_distance_dict_6,edit_distance_unique_dict_0,edit_distance_unique_dict_1,number_rare_ases,rare_ases_avg,nadas,flaps,label
2024-01-01 00:26:00,1,1,1,0,0,0,0,0,0,0,26,2,1,3,0,0,0,0,0,0,0,0,0,10,0,0,3,normal
2024-01-01 00:27:00,0,3,0,0,0,0,0,0,0,0,9,6,1,4,0,0,30,0,0,0,0,0,0,21,0,0,0,normal
2024-01-01 00:28:00,16,3,16,21,0,15,4,66,23,43,7,4,2,8,15,8,54,24,65,3,0,14,12,0,0,101,9,normal
2024-01-01 00:29:00,11,2,11,0,10,0,0,0,0,0,26,3,1,6,0,0,0,0,0,0,0,0,0,49,0,0,0,normal
2024-01-01 00:30:00,6,1,6,0,4,2,0,0,0,0,11,2,1,3,0,0,0,0,0,0,0,0,0,14,0,0,0,normal
2024-01-01 00:31:00,0,2,0,0,0,0,0,0,0,0,10,1,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,normal
2024-01-01 00:32:00,3,1,3,0,1,2,4,9,0,10,8,6,2,14,0,44,0,0,0,0,0,0,26,25,0,202,0,normal
2024-01-01 00:33:00,10,1,10,0,9,0,0,0,0,0,7,2,1,3,0,0,0,0,0,0,0,0,0,48,0,0,0,normal
2024-01-01 00:34:00,7,1,7,0,6,0,0,0,0,0,6,4,1,2,0,0,0,0,0,0,0,0,0,15,0,7,0,normal
2024-01-01 00:35:00,4,3,4,32,0,3,16,26,16,10,6,5,1,5,24,8,4,0,5,2,0,1,7,4,0,9,0,normal
2024-01-01 00:36:00,15,1,15,0,14,0,0,0,0,0,8,4,2,6,0,0,0,2,0,1,0,0,0,22,0,12,0,normal
2024-01-01 00:37:00,4,4,4,0,3,0,0,0,0,0,9,3,1,2,0,0,0,0,0,0,0,0,0,70,0,0,0,normal
2024-01-01 00:38:00,15,1,15,20,0,14,67,80,13,67,20,5,1,5,6,24,18,32,0,2,0,16,18,38,0,22,0,normal
2024-01-01 00:39:00,2,1,2,0,1,0,0,0,0,0,15,4,2,3,0,0,0,0,0,0,0,0,0,26,0,0,0,normal
2024-01-01 00:40:00,11,2,11,0,10,0,0,0,0,0,26,3,1,5,0,0,0,0,29,0,0,0,0,71,0,0,0,normal
2024-01-01 00:41:00,14,1,14,0,12,1,4,40,5,35,11,5,2,7,0,7,0,6,3,0,0,3,16,47,0,10,0,normal
2024-01-01 00:42:00,4,3,4,0,4,0,1,0,0,0,12,3,2,6,0,0,13,0,0,0,0,0,0,35,0,0,0,normal
2024-01-01 00:43:00,3,4,3,0,2,0,0,0,0,0,26,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 00:44:00,7,1,7,0,6,0,0,0,0,0,7,3,1,1,0,0,0,0,0,0,0,0,0,8,0,0,0,normal
2024-01-01 00:45:00,4,3,4,1,0,3,7,20,3,17,24,5,1,7,1,123,0,0,0,0,0,3,30,5,0,0,4,normal
2024-01-01 00:46:00,7,2,7,24,0,6,27,58,17,41,7,7,1,6,49,41,5,37,0,0,0,0,50,2,0,0,0,normal
2024-01-01 00:47:00,11,2,11,0,2,9,15,2,0,7,25,5,1,5,0,4,0,12,0,0,0,0,12,60,0,0,0,normal
2024-01-01 00:48:00,3,2,3,0,2,0,0,0,0,0,10,3,2,4,0,0,0,0,0,0,0,0,0,46,0,0,0,normal
2024-01-01 00:49:00,11,2,11,0,10,0,11,0,0,0,25,7,5,18,0,0,0,0,0,0,0,0,0,84,0,0,0,normal
2024-01-01 00:50:00,3,1,3,0,2,0,0,0,0,0,8,2,1,3,0,0,0,0,0,0,0,0,1,8,0,0,0,normal
2024-01-01 00:51:00,7,1,7,0,6,0,0,0,0,0,6,3,1,1,0,0,0,0,0,0,0,0,0,24,0,0,0,normal
2024-01-01 00:52:00,4,1,4,0,3,0,0,0,0,0,11,2,0,2,1,0,0,0,0,0,0,0,3,50,0,0,0,normal
2024-01-01 00:53:00,3,2,3,0,2,0,0,0,0,0,17,3,1,4,0,0,0,0,6,0,0,0,0,51,0,0,0,normal
2024-01-01 00:54:00,1,1,1,1,0,0,1,5,1,4,25,3,2,12,0,0,0,15,0,0,0,2,0,46,0,0,0,normal
2024-01-01 00:55:00,1,4,1,53,0,0,15,41,28,13,8,7,1,5,30,19,52,0,8,1,0,35,2,14,0,18,2,normal
2024-01-01 00:56:00,0,2,0,0,0,0,50,3,0,14,7,3,2,5,0,13,0,29,0,1,0,0,13,8,0,26,0,normal
2024-01-01 00:57:00,0,5,0,0,0,0,1,0,0,0,19,6,2,5,0,0,0,0,1,0,0,0,0,58,0,0,2,normal
2024-01-01 00:58:00,12,2,12,0,11,0,0,0,0,0,6,3,2,3,0,0,0,0,0,0,0,0,0,10,0,2,0,normal
2024-01-01 00:59:00,5,1,5,31,0,4,2,7,15,0,9,3,1,3,11,0,17,0,0,0,0,9,0,50,0,0,0,normal
2024-01-01 01:00:00,15,1,15,0,14,0,0,0,0,0,11,1,1,3,0,0,0,0,0,0,0,0,0,14,0,0,0,normal
2024-01-01 01:01:00,22,1,22,0,5,16,0,0,0,0,8,3,2,4,0,0,0,0,3,0,0,0,0,11,0,3,1,normal
2024-01-01 01:02:00,5,1,5,0,2,3,0,3,0,3,16,3,2,6,0,0,0,0,0,0,1,0,0,42,0,0,0,normal
2024-01-01 01:03:00,4,1,4,0,0,4,0,0,0,0,11,5,0,5,0,0,0,0,0,0,0,0,1,42,0,0,0,normal
2024-01-01 01:04:00,7,2,7,0,6,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,normal
2024-01-01 01:05:00,0,1,0,0,0,0,0,0,0,0,25,4,1,6,0,0,0,0,0,0,0,0,0,35,0,0,0,normal
2024-01-01 01:06:00,0,2,0,0,0,0,0,0,0,0,9,2,2,3,0,0,0,0,0,0,0,0,0,15,0,4,0,normal
2024-01-01 01:07:00,0,1,0,0,0,0,0,0,0,0,15,2,2,3,0,0,0,0,0,0,0,0,0,10,0,0,1,normal
2024-01-01 01:08:00,9,1,9,0,2,6,0,0,0,0,7,2,0,0,2,0,0,0,0,0,0,4,1,15,0,0,0,normal
2024-01-01 01:09:00,0,1,0,0,0,0,0,0,0,0,17,2,2,3,0,0,0,0,0,0,0,0,0,29,0,3,0,normal
2024-01-01 01:10:00,32,0,32,0,21,10,0,0,0,0,11,2,1,2,0,0,0,0,0,0,0,0,0,34,0,3,0,normal
2024-01-01 01:11:00,0,3,0,0,0,0,0,0,0,0,11,2,2,5,0,0,0,0,0,3,0,0,0,17,0,0,0,normal
2024-01-01 01:12:00,22,1,22,0,17,4,0,0,0,0,8,4,2,4,0,0,0,0,0,0,0,0,0,19,0,0,0,normal
2024-01-01 01:13:00,8,2,8,54,0,7,1,23,28,0,24,2,0,3,52,7,5,0,0,0,0,49,0,27,0,0,13,normal
2024-01-01 01:14:00,8,2,8,0,7,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,normal
2024-01-01 01:15:00,12,3,12,0,11,0,0,0,0,0,26,5,1,8,3,0,46,0,0,1,1,3,0,40,0,0,0,normal
2024-01-01 01:16:00,2,3,2,0,1,0,2,0,0,0,9,2,0,1,0,0,0,0,0,0,0,0,0,12,0,0,5,normal
2024-01-01 01:17:00,2,1,2,0,1,1,0,0,0,0,8,2,1,4,0,0,0,0,0,0,0,0,0,13,0,0,0,normal
2024-01-01 01:18:00,0,2,0,0,0,0,0,0,0,0,7,3,2,3,0,0,0,0,0,0,0,0,0,42,0,4,0,normal
2024-01-01 01:19:00,14,2,14,0,13,0,0,0,0,0,26,5,1,5,0,0,0,0,0,0,0,0,0,23,0,0,0,normal
2024-01-01 01:20:00,6,3,6,0,2,3,0,0,0,0,11,3,1,4,2,0,0,0,0,0,0,0,0,21,0,166,0,normal
2024-01-01 01:21:00,26,1,26,0,6,19,0,0,0,0,6,3,1,2,0,0,0,0,0,0,0,0,0,27,0,0,0,normal
2024-01-01 01:22:00,0,4,0,0,0,0,0,0,0,0,26,3,1,6,0,0,0,0,0,0,0,0,0,59,0,0,0,normal
2024-01-01 01:23:00,23,1,23,0,22,0,0,0,0,0,9,6,1,2,0,0,0,0,0,0,0,0,0,20,0,0,0,normal
2024-01-01 01:24:00,0,1,0,0,0,0,0,0,0,0,6,5,2,4,0,0,0,0,3,0,0,0,0,16,0,4,0,normal
2024-01-01 01:25:00,15,1,15,0,14,0,0,0,0,0,8,2,2,2,0,0,0,0,0,0,0,0,0,49,0,0,0,normal
2024-01-01 01:26:00,13,1,13,0,12,0,0,19,3,16,14,4,2,5,1,20,2,0,2,0,0,5,19,37,0,0,0,normal
2024-01-01 01:27:00,4,3,4,0,3,0,3,6,0,5,6,6,2,6,0,0,6,0,0,0,0,0,2,19,0,0,0,normal
2024-01-01 01:28:00,0,3,0,0,0,0,0,0,0,0,10,3,2,4,0,0,0,0,0,0,0,0,0,20,0,0,0,normal
2024-01-01 01:29:00,18,1,18,5,1,17,10,8,3,5,7,7,2,5,3,0,82,35,0,1,0,2,0,56,0,0,2,normal
2024-01-01 01:30:00,22,2,22,0,21,0,0,0,0,0,11,3,2,4,0,0,0,0,0,0,0,0,0,21,0,0,0,normal
2024-01-01 01:31:00,6,3,6,0,5,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,normal
2024-01-01 01:32:00,28,0,28,0,27,0,11,0,0,3,25,2,1,4,0,0,0,13,3,0,0,0,0,28,0,1,0,normal
2024-01-01 01:33:00,12,1,12,0,11,0,0,0,0,0,4,2,1,1,0,0,0,0,0,0,0,0,0,11,0,3,0,normal
2024-01-01 01:34:00,18,2,18,5,12,6,1,3,3,0,8,4,2,9,7,0,0,5,6,17,2,3,0,18,0,0,0,normal
2024-01-01 01:35:00,8,1,8,0,7,0,0,0,0,0,15,2,2,6,0,0,0,0,0,0,0,0,0,16,0,0,0,normal
2024-01-01 01:36:00,16,1,16,3,0,15,2,0,1,0,6,5,1,4,0,0,0,0,0,0,0,1,0,16,0,0,0,normal
2024-01-01 01:37:00,3,3,3,0,0,2,0,0,0,0,5,4,2,3,0,0,0,0,0,0,0,0,0,19,0,0,0,normal
2024-01-01 01:38:00,0,1,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,normal
2024-01-01 01:39:00,0,2,0,7,0,0,0,0,3,0,6,3,0,1,2,3,0,0,0,0,0,3,4,8,0,4,0,normal
2024-01-01 01:40:00,7,2,7,0,6,0,0,0,0,0,6,3,0,1,0,0,0,0,0,0,0,0,1,20,0,10,0,normal
2024-01-01 01:41:00,6,2,6,0,3,2,0,0,0,0,11,3,1,3,0,0,0,0,0,0,0,0,0,19,0,0,0,normal
2024-01-01 01:42:00,0,1,0,0,0,0,0,0,0,0,6,2,1,2,0,0,0,0,0,0,0,0,0,7,0,0,1,normal
2024-01-01 01:43:00,0,3,0,0,0,0,0,0,0,0,10,1,1,1,0,0,0,0,0,0,0,0,0,12,0,0,0,normal
2024-01-01 01:44:00,1,2,1,0,0,0,0,0,0,0,26,3,1,4,0,0,0,0,0,0,0,0,0,101,0,0,0,normal
2024-01-01 01:45:00,14,2,14,0,6,8,1,0,0,0,9,3,2,4,0,0,1,0,5,0,0,0,0,43,0,2,0,normal
2024-01-01 01:46:00,18,1,18,0,17,0,0,0,0,0,10,3,2,4,0,0,0,0,4,0,0,0,0,13,0,18,0,normal
2024-01-01 01:47:00,6,1,6,0,0,5,0,0,0,0,5,4,1,3,0,0,0,0,0,0,0,0,0,13,0,1,0,normal
2024-01-01 01:48:00,7,3,7,0,5,1,0,0,0,0,17,2,0,1,0,0,0,0,0,0,0,0,0,15,0,28,0,normal
2024-01-01 01:49:00,17,1,17,0,16,0,13,0,0,3,6,3,1,4,0,0,0,4,0,0,0,0,0,41,0,0,0,normal
2024-01-01 01:50:00,6,2,6,0,5,0,0,0,0,0,26,2,1,4,0,0,0,0,0,0,0,0,0,77,0,0,0,normal
2024-01-01 01:51:00,5,2,5,0,5,0,70,44,0,50,11,5,1,6,0,57,0,28,0,0,0,0,31,23,0,22,44,normal
2024-01-01 01:52:00,0,1,0,0,0,0,5,0,0,0,14,4,1,4,0,0,0,0,0,0,0,0,2,102,0,0,0,normal
2024-01-01 01:53:00,2,1,2,6,0,1,0,0,3,0,8,3,2,5,2,0,0,0,0,0,0,1,0,20,0,0,0,normal
2024-01-01 01:54:00,16,1,16,0,15,0,0,0,0,0,26,1,0,3,0,0,0,0,0,0,0,0,0,42,0,43,0,normal
2024-01-01 01:55:00,0,1,0,0,0,0,0,0,0,0,15,2,1,3,0,0,1,0,0,0,0,0,0,15,0,0,0,normal
2024-01-01 01:56:00,3,2,3,0,2,0,50,2,0,11,5,4,2,4,0,15,45,19,1,0,0,0,9,17,0,18,0,normal
2024-01-01 01:57:00,7,2,7,0,6,1,0,0,0,0,7,4,0,2,0,0,0,0,0,0,0,1,2,13,0,1,0,normal
2024-01-01 01:58:00,1,2,1,0,0,0,0,0,0,0,7,5,2,3,0,0,0,0,0,0,0,0,0,16,0,0,0,normal
2024-01-01 01:59:00,0,2,0,0,0,0,0,0,0,0,9,1,0,2,0,0,0,0,0,0,0,0,4,9,0,0,0,normal
2024-01-01 02:00:00,22,2,22,0,21,0,0,0,0,0,12,1,1,0,0,0,0,0,0,0,0,0,0,22,0,0,2,normal
2024-01-01 02:01:00,0,2,0,0,0,0,0,0,0,0,13,3,1,3,0,0,0,0,0,0,0,0,0,8,0,0,0,normal
2024-01-01 02:02:00,5,3,5,0,4,0,0,0,0,0,14,2,2,3,0,0,0,0,0,0,0,0,0,33,0,0,0,normal
2024-01-01 02:03:00,1,2,1,0,0,0,0,0,0,0,6,2,1,0,0,0,0,0,0,0,0,0,0,11,0,0,1,normal
2024-01-01 02:04:00,8,2,8,0,7,0,0,0,0,0,12,2,2,3,0,0,0,0,0,0,0,0,0,17,0,0,0,normal
2024-01-01 02:05:00,6,2,6,0,5,0,2,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,normal
2024-01-01 02:06:00,12,2,12,0,12,0,0,0,0,0,11,3,0,3,10,0,0,0,0,0,0,1,0,18,0,0,0,normal
2024-01-01 02:07:00,4,1,4,0,0,4,9,0,0,2,7,6,2,4,0,4,54,11,2,0,0,0,0,16,0,0,0,normal
2024-01-01 02:08:00,1,3,1,0,0,0,0,0,0,0,26,3,0,3,0,0,0,0,0,0,0,0,0,17,0,0,0,normal
2024-01-01 02:09:00,28,2,28,0,19,9,4,7,0,7,9,6,3,19,0,0,0,3,0,25,6,1,0,33,0,0,0,normal
2024-01-01 02:10:00,5,2,5,0,4,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,10,0,4,0,normal
2024-01-01 02:11:00,12,1,12,0,12,0,10,0,0,4,5,3,3,5,0,2,0,4,6,0,0,0,2,32,0,13,0,normal
2024-01-01 02:12:00,2,2,2,0,2,0,2,0,0,0,9,4,1,3,0,0,0,0,0,0,0,0,0,14,0,0,0,normal
2024-01-01 02:13:00,6,2,6,0,5,0,0,0,0,0,6,4,1,2,0,0,0,0,0,0,0,0,0,9,0,0,0,normal
2024-01-01 02:14:00,11,3,11,6,0,10,12,2,0,2,18,3,0,2,3,0,0,0,0,0,0,0,0,48,0,41,0,normal
2024-01-01 02:15:00,22,2,22,0,20,1,0,0,0,0,26,4,2,5,0,0,0,0,0,0,0,0,0,43,0,0,0,normal
2024-01-01 02:16:00,4,1,4,0,3,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,normal
2024-01-01 02:17:00,8,2,8,0,7,0,1,5,0,6,8,6,1,1,0,4,0,0,0,0,0,0,0,18,0,0,1,normal
2024-01-01 02:18:00,1,1,1,0,0,0,0,0,0,0,18,6,1,4,0,0,0,0,0,0,0,0,0,22,0,0,0,normal
2024-01-01 02:19:00,10,1,10,0,9,0,0,0,0,0,11,2,1,3,0,0,0,0,0,0,0,0,0,46,0,0,0,normal
2024-01-01 02:20:00,13,2,13,0,4,9,0,0,0,0,9,2,1,2,0,0,0,0,0,0,0,0,0,32,0,0,0,normal
2024-01-01 02:21:00,1,1,1,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,normal
2024-01-01 02:22:00,6,2,6,0,5,0,0,0,0,0,13,2,2,4,0,0,0,0,0,0,0,0,0,54,0,0,0,normal
2024-01-01 02:23:00,20,1,20,0,6,14,0,0,0,0,7,2,2,2,0,0,0,0,0,0,0,0,0,8,0,1,0,normal
2024-01-01 02:24:00,12,1,12,113,0,11,14,84,64,20,6,4,0,3,70,37,66,2,0,0,0,30,10,0,0,56,7,normal
2024-01-01 02:25:00,2,1,2,0,1,0,0,0,0,0,16,2,0,1,0,2,0,0,0,0,0,1,4,24,0,0,0,normal
2024-01-01 02:26:00,11,1,11,0,10,0,0,0,0,0,11,2,1,1,0,0,0,0,0,0,0,0,0,23,0,0,0,normal
2024-01-01 02:27:00,2,2,2,0,1,0,9,0,0,0,7,4,2,4,0,0,0,6,1,0,0,0,0,17,0,1,0,normal
2024-01-01 02:28:00,12,3,12,0,11,0,0,0,0,0,7,2,2,3,0,0,0,0,0,0,0,0,0,21,0,0,0,normal
2024-01-01 02:29:00,1,1,1,0,0,0,0,0,0,0,7,2,2,3,0,0,0,0,0,0,0,0,0,23,0,0,0,normal
2024-01-01 02:30:00,7,1,7,0,0,7,0,0,0,0,10,3,1,4,0,0,0,0,0,0,0,0,0,33,0,11,0,normal
2024-01-01 02:31:00,17,1,17,0,0,16,7,0,0,2,7,4,1,3,3,1,30,1,0,0,0,0,1,33,0,0,0,normal
2024-01-01 02:32:00,11,1,11,0,10,0,0,0,0,0,9,3,4,7,0,0,0,0,1,0,0,0,0,21,0,1,0,normal
2024-01-01 02:33:00,19,1,19,0,0,18,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,10,0,10,3,normal
2024-01-01 02:34:00,18,2,18,0,16,2,0,2,0,2,14,7,2,5,1,0,106,0,0,0,0,0,0,73,0,0,8,normal
2024-01-01 02:35:00,4,2,4,0,3,0,1,0,0,0,5,5,1,2,0,0,0,0,0,0,0,0,0,13,0,0,0,normal
2024-01-01 02:36:00,9,1,9,0,8,0,0,0,0,0,26,2,1,4,0,0,0,0,4,0,0,0,0,49,0,0,0,normal
2024-01-01 02:37:00,8,2,8,0,0,7,0,0,0,1,10,5,1,4,0,0,2,0,0,0,0,0,0,27,0,0,0,normal
2024-01-01 02:38:00,16,2,16,0,16,0,0,0,0,0,5,2,1,1,0,0,0,0,0,0,0,0,0,8,0,5,1,normal
2024-01-01 02:39:00,4,2,4,0,3,0,0,0,0,0,14,2,1,2,0,0,0,0,0,0,0,0,0,11,0,0,1,normal
2024-01-01 02:40:00,2,1,2,0,1,0,0,0,0,0,12,4,2,3,0,0,0,0,0,0,0,0,0,53,0,0,0,normal
2024-01-01 02:41:00,7,1,7,0,6,0,0,0,0,0,26,3,1,3,0,0,0,0,0,0,0,0,0,44,0,0,0,normal
2024-01-01 02:42:00,2,4,2,0,1,0,0,0,0,0,11,3,2,4,0,0,0,0,1,0,0,0,0,46,0,1,0,normal
2024-01-01 02:43:00,9,2,9,0,8,0,6,0,0,0,9,3,1,3,0,0,0,0,0,0,0,0,0,28,0,3,0,normal
2024-01-01 02:44:00,7,3,7,20,0,6,0,4,10,0,17,4,1,5,8,0,2,0,0,0,0,6,0,8,0,0,1,normal
2024-01-01 02:45:00,0,4,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,normal
2024-01-01 02:46:00,3,1,3,0,3,0,0,0,0,0,6,4,2,3,0,0,0,0,0,0,0,0,0,20,0,0,0,normal
2024-01-01 02:47:00,10,2,10,0,8,2,0,0,0,0,13,4,3,9,0,0,0,0,0,0,0,0,0,49,0,0,0,normal
2024-01-01 02:48:00,6,3,6,0,5,0,0,0,0,0,8,2,2,3,0,0,0,0,0,0,0,0,0,21,0,0,0,normal
2024-01-01 02:49:00,0,2,0,16,0,0,3,3,8,0,8,5,1,4,6,0,0,22,0,0,0,4,0,15,0,9,0,normal
2024-01-01 02:50:00,22,1,22,0,13,9,0,0,0,0,7,2,1,4,0,0,0,0,0,0,0,0,0,20,0,0,0,normal
2024-01-01 02:51:00,0,1,0,0,0,0,1,7,1,6,7,5,2,5,0,0,0,0,3,0,0,0,1,12,0,0,0,normal
2024-01-01 02:52:00,2,3,2,7,0,1,10,90,19,70,22,3,0,3,11,30,0,21,0,0,0,15,32,57,0,12,1,normal
2024-01-01 02:53:00,14,1,14,0,14,0,0,0,0,0,7,3,2,3,0,1,0,0,0,0,0,0,3,20,0,0,0,normal
2024-01-01 02:54:00,11,1,11,0,10,0,0,0,0,0,8,3,1,4,0,0,0,0,0,0,0,0,0,22,0,0,0,normal
2024-01-01 02:55:00,0,2,0,0,0,0,3,0,0,0,16,4,1,3,0,0,0,0,0,0,0,0,0,21,0,0,0,normal
2024-01-01 02:56:00,3,1,3,0,3,0,29,0,0,4,9,2,1,2,0,1,0,0,0,0,0,0,1,13,0,49,0,normal
2024-01-01 02:57:00,2,2,2,0,1,0,0,0,0,0,9,3,1,4,0,0,0,0,0,0,0,0,0,12,0,0,0,normal
2024-01-01 02:58:00,0,1,0,5,0,0,2,0,1,0,6,3,1,3,8,0,0,0,0,0,0,0,0,11,0,0,3,normal
2024-01-01 02:59:00,6,3,6,0,5,0,0,0,0,0,6,3,0,1,0,2,0,0,0,0,0,0,2,27,0,0,0,normal
2024-01-01 03:00:00,12,3,12,129,0,11,11,59,66,0,11,5,1,9,60,5,59,0,3,2,0,34,0,0,0,31,4,normal
2024-01-01 03:01:00,2,4,2,0,1,0,0,0,0,0,6,2,0,2,0,0,0,0,0,0,0,0,0,11,0,0,0,normal
2024-01-01 03:02:00,0,1,0,0,0,0,0,0,0,0,19,3,1,3,0,0,0,0,0,0,0,0,0,14,0,0,0,normal
2024-01-01 03:03:00,19,1,19,0,18,0,0,0,0,0,26,2,5,7,0,0,0,0,7,0,0,0,0,48,0,0,0,normal
2024-01-01 03:04:00,0,1,0,0,0,0,6,0,0,0,6,2,0,2,0,0,0,0,0,0,0,0,0,11,0,7,0,normal
2024-01-01 03:05:00,19,2,19,0,16,3,90,25,0,42,8,8,4,10,0,14,144,43,33,2,1,0,14,73,0,24,0,normal
2024-01-01 03:06:00,3,1,3,0,2,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,normal
2024-01-01 03:07:00,6,1,6,0,5,0,0,0,0,0,26,3,1,5,0,0,0,0,0,0,0,0,0,108,0,0,0,normal
2024-01-01 03:08:00,7,1,7,0,6,0,0,0,0,0,11,2,0,2,0,0,0,0,0,0,0,0,0,20,0,0,0,normal
2024-01-01 03:09:00,4,3,4,0,3,0,40,0,0,9,24,4,1,7,0,41,0,1,0,0,0,0,19,100,0,0,0,normal
2024-01-01 03:10:00,8,1,8,0,7,0,0,0,0,0,9,2,3,5,0,0,0,0,0,0,0,0,0,15,0,2,0,normal
2024-01-01 03:11:00,9,2,9,0,8,0,0,0,0,0,7,2,1,3,0,0,0,0,0,0,0,0,0,19,0,0,0,normal
2024-01-01 03:12:00,1,1,1,0,0,0,0,0,0,0,8,2,0,1,0,0,0,0,0,0,0,0,0,14,0,0,0,normal
