announcements,withdrawals,nlri_ann,dups,origin_0,origin_2,origin_changes,imp_wd,imp_wd_spath,imp_wd_dpath,as_path_max,unique_as_path_max,edit_distance_avg,edit_distance_max,edit_distance_dict_0,edit_distance_dict_1,edit_distance_dict_2,edit_distance_dict_3,edit_distance_dict_4,edit_distance_dict_5,edit_distance_dict_6,edit_distance_unique_dict_0,edit_distance_unique_dict_1,number_rare_ases,rare_ases_avg,nadas,flaps,label
105,2,105,0,97,8,3,3,0,6,30,4,2.8862585144709927,10,13,0,25,3,7,0,0,5,9,21,0.12644870358851923,10,4,normal
98,0,98,0,93,4,0,4,0,7,30,3,1.8622647351054193,6,13,0,25,7,1,0,0,2,0,22,0.02430768730028464,5,8,normal
124,1,124,1,120,4,3,3,0,5,30,3,2.3779826495395664,2,0,0,0,0,0,0,0,1,3,153,0.102435858884918,47,5,normal
105,1,105,2,101,4,2,6,0,7,30,5,2.0544972948535407,9,18,21,0,3,2,0,0,1,9,69,0.04617806762117141,1,0,normal
103,4,103,1,97,6,0,16,3,13,30,4,2.351681438759519,6,0,13,1,0,0,0,0,3,18,14,0.3684855257318145,5,0,normal
93,0,93,0,92,1,1,1,0,5,30,1,0.9925581667290034,1,11,0,0,0,0,0,0,0,0,118,0.042122593239954834,2,0,normal
113,1,113,0,111,1,2,2,0,6,30,2,0.800296632514121,8,25,19,25,2,6,0,0,0,9,162,0.03875590998222574,2,7,normal
110,2,110,0,99,11,3,115,49,66,30,6,3.3589818905338165,8,0,37,11,0,0,0,0,7,9,12,0.11116667669565151,1,38,normal
105,2,105,0,101,4,0,0,0,4,30,4,2.3616018821272675,6,1,7,9,0,0,0,0,0,8,76,0.024637413604798056,17,7,normal
103,2,103,2,100,3,1,159,70,89,30,1,0.6090026097162811,4,7,19,0,2,2,0,0,7,2,44,0.03274511129560278,8,0,normal
90,3,90,3,82,8,3,0,0,1,23,2,0.8253941024070404,3,2,15,10,0,0,0,0,14,0,15,0.03922303418695898,6,2,normal
102,2,102,4,94,8,2,5,0,7,30,4,2.070513146635627,6,0,15,0,10,0,0,0,14,13,42,0.16489485877172966,146,1,normal
114,1,114,5,94,19,0,5,2,3,30,1,2.023674761082466,4,7,22,14,13,0,0,0,0,0,26,0.044379881019168524,0,0,normal
37,2,37,0,31,6,1,9,0,9,26,4,3.306621478409745,14,0,2,26,0,6,0,0,5,0,126,0.15508858850770846,20,0,normal
107,0,107,0,104,2,1,4,0,7,24,4,1.536834013743813,7,10,3,0,3,0,0,0,0,12,12,0.5024308707916832,55,0,normal
173,18,173,4,172,1,1,8,0,9,20,1,2.1800237277272876,5,0,10,16,0,7,2,0,0,0,15,0.07573122465785746,0,103,normal
113,1,113,0,93,20,0,11,0,10,30,3,2.1711684436851963,10,20,6,25,0,0,0,0,5,4,7,0.038332581201974324,0,0,normal
131,0,131,2,122,9,3,6,0,7,30,4,0.6257668911622678,7,0,10,15,9,0,0,0,11,15,38,0.057300487250809065,13,1,normal
100,0,100,1,97,3,1,0,0,4,30,2,0.0,3,4,20,4,0,0,0,0,10,2,16,0.005766667790475542,1,2,normal
82,0,82,0,81,1,1,10,0,10,27,3,1.3923507726080186,7,13,3,11,7,0,0,0,0,0,17,0.11920402347601602,0,0,normal
104,6,104,0,103,1,0,1,0,5,30,4,0.48229803029909535,6,0,4,25,0,0,0,0,6,0,103,0.18516001335558083,8,1,normal
99,2,99,3,95,3,1,1,0,5,30,3,3.235000529736185,6,8,8,15,9,0,0,0,3,2,74,0.1043666607987243,1,6,normal
197,2,197,0,192,5,0,200,89,111,16,2,0.8487606900436117,4,18,6,13,2,5,0,0,0,9,33,0.033664991820010697,24,0,normal
125,0,125,4,114,11,3,4,0,6,30,7,3.115115703821128,11,0,0,28,12,3,1,0,9,2,5,0.03189525950794716,41,2,normal
218,0,218,1,209,9,1,0,0,5,17,4,3.3980856568834654,8,9,3,20,18,6,1,1,0,6,23,0.0961020629393814,17,0,normal
67,4,67,0,60,7,1,5,0,7,23,6,1.8219788069523148,8,8,12,0,0,0,0,0,4,1,14,0.11872627971932251,30,0,normal
95,12,95,0,94,0,1,4,0,6,31,7,3.817710245462209,10,13,19,20,3,0,0,0,9,11,52,0.23416485199048886,12,0,normal
117,1,117,1,100,17,4,5,0,7,30,4,1.3633329172597362,5,0,0,25,0,0,0,0,5,12,21,0.26766926253295453,5,1,normal
58,5,58,0,51,6,1,0,0,4,21,2,0.820754701213158,3,0,0,0,0,0,0,0,3,3,56,0.0986645970875299,1,3,normal
113,3,113,0,108,4,0,1,0,5,30,5,4.197966716932952,14,11,7,0,7,4,0,1,7,15,49,0.09009362254611915,1,0,normal
100,0,100,2,93,7,2,2,0,4,30,3,3.272298823889128,9,9,0,0,12,1,0,0,7,6,209,0.046181156940098084,11,0,normal
105,0,105,0,104,1,0,3,0,6,30,2,0.5332108325745977,1,9,0,0,0,0,0,0,10,6,61,0.1318712126017899,0,1,normal
123,0,123,4,121,2,3,6,0,8,30,2,3.2701972456318096,17,10,0,26,0,2,0,1,6,0,21,0.14810945806984951,0,0,normal
119,19,119,0,94,25,1,11,1,10,30,2,1.3129320973613776,5,1,18,0,16,1,0,0,10,4,22,0.20386766434291673,0,0,normal
94,0,94,0,92,2,2,0,0,5,30,2,2.941067912605344,6,8,0,19,2,9,2,0,9,5,26,0.18352914025509534,3,5,normal
158,0,158,2,145,13,4,6,0,7,30,3,1.5378459004151468,14,9,21,0,5,2,0,0,10,8,20,0.3331553017030504,38,1,normal
150,3,150,0,145,5,0,8,0,9,30,4,3.3035116079528866,15,1,17,15,0,0,0,1,0,1,15,0.19182041837292182,0,0,normal
273,1,273,1,271,2,1,13,2,11,13,4,2.7332354021231327,6,24,3,8,5,2,2,0,2,1,14,0.30363195184038116,1,1,normal
102,2,102,2,99,3,1,4,0,7,30,3,1.3011424938742535,6,10,0,41,14,0,0,0,10,14,44,0.02471365054012766,21,11,normal
159,1,159,0,152,7,1,0,0,4,28,2,1.3560079964370693,6,0,6,0,8,9,1,0,8,10,60,0.04279333378339639,27,0,normal
100,1,100,0,99,0,1,4,0,7,30,3,2.0277724577544323,5,12,6,11,5,0,0,0,6,16,96,0.14494262849139528,64,3,normal
109,9,109,0,92,16,3,7,0,9,30,3,2.262254137964552,6,0,10,0,0,4,0,0,8,0,4,0.08256453339435083,1,0,normal
95,2,95,2,94,0,0,0,0,5,30,2,0.7802430132210261,3,13,0,3,0,0,0,0,9,8,25,0.2105696039066272,0,1,normal
110,20,110,2,94,16,2,0,0,3,30,4,3.2424404635446002,9,16,13,0,4,5,0,0,4,5,9,0.024339853208993054,5,10,normal
106,3,106,2,106,0,0,3,0,6,30,3,2.6005956192645163,10,0,9,43,0,3,3,2,0,0,79,0.0860095764370491,0,1,normal
124,0,124,4,116,7,1,12,1,11,30,2,1.871305042348391,6,15,4,7,9,1,0,0,17,4,14,0.1177434327807614,7,0,normal
106,1,106,1,100,5,2,7,0,8,30,5,2.989771367305827,8,10,1,8,0,0,0,0,3,0,106,0.008164216318388567,7,1,normal
184,0,184,0,181,3,1,14,2,12,22,3,1.6593782092191223,3,14,6,0,0,0,0,0,6,2,29,0.03687835378350294,0,0,normal
168,13,168,0,167,0,0,10,0,10,30,5,1.4518824109005612,7,23,1,0,13,0,0,0,0,10,20,0.04535269171964556,6,0,normal
37,5,37,0,32,4,1,0,0,4,21,6,2.427840494440071,8,3,6,24,4,0,0,0,8,12,30,0.058146712372643086,18,0,normal
109,10,109,5,104,4,2,0,0,4,26,2,1.0910143253866837,2,0,8,20,0,0,0,0,0,1,25,0.08288227358781822,1,2,normal
101,0,101,1,98,3,1,43,16,27,30,4,2.8509602466521033,6,0,9,24,0,0,0,0,2,14,35,0.17242989338922224,1,4,normal
99,2,99,0,98,0,0,3,0,6,30,2,3.501979586624156,3,0,21,0,0,0,0,0,4,0,25,0.07315602446539515,19,0,normal
96,13,96,0,67,29,3,10,0,10,25,4,1.7187475444690226,8,6,6,27,1,0,3,0,12,8,22,0.04674882579200406,2,5,normal
105,1,105,1,101,3,1,4,0,6,30,4,2.839292403325801,9,9,15,26,21,3,0,0,15,3,41,0.5233914375399895,1,0,normal
104,1,104,2,101,3,2,0,0,4,30,3,3.4521528593171853,10,9,9,8,0,1,1,1,7,3,18,0.006627787336639232,193,4,normal
88,0,88,0,85,2,1,11,1,11,30,3,1.860871567294325,5,13,5,23,3,0,0,0,8,0,54,0.07547677458198082,9,0,normal
106,0,106,7,103,2,3,0,1,0,30,4,1.8658934824193898,4,6,6,0,0,0,0,0,6,2,23,0.017916136779272396,274,1,normal
120,2,120,0,103,17,3,0,0,5,30,2,3.610557782108031,15,19,7,0,5,4,1,0,2,2,30,0.16765397905581364,17,8,normal
125,12,125,7,119,5,1,0,0,4,30,3,1.1623329004522058,4,4,9,9,0,0,0,0,0,0,78,0.14759540030035595,8,3,normal
118,0,118,4,112,6,1,13,1,11,30,2,1.7881215368492052,5,30,0,5,13,0,0,0,13,4,70,0.010378444527430874,1,0,normal
92,2,92,0,71,20,4,13,1,11,23,5,3.1826219740813646,12,12,0,12,9,8,0,0,7,5,24,0.050354726671049156,0,0,normal
93,1,93,0,89,3,0,55,21,34,30,4,2.1677691516385904,5,0,12,0,0,0,0,0,6,6,7,0.19190817739022584,14,0,normal
105,3,105,4,100,5,3,192,89,102,30,2,1.3694392609668935,4,0,14,0,0,0,0,0,12,1,7,0.026113308628528193,282,8,normal
104,7,104,0,103,1,2,0,0,5,28,3,1.2864518143177044,3,11,13,0,0,0,0,0,0,5,57,0.08895637677745864,8,3,normal
40,4,40,0,37,3,2,77,32,45,24,2,1.7371788560917287,2,3,7,0,0,0,0,0,0,10,101,0.18559860856510385,12,0,normal
62,6,62,0,55,6,1,223,100,123,20,4,3.4787655750045463,5,12,13,0,0,0,0,0,5,11,134,0.0735083723840433,12,1,normal
130,6,130,0,129,1,1,0,0,4,30,5,1.7713977928778586,4,11,0,0,0,0,0,0,9,11,62,0.09215534282272432,9,4,normal
124,1,124,0,90,33,1,1,0,5,30,4,2.968718838382469,14,6,14,13,4,0,2,0,8,11,58,0.11517568305261329,1,3,normal
146,6,146,0,127,19,6,6,0,8,30,6,2.554960088160313,7,0,0,19,0,0,0,0,10,6,28,0.11198219126891698,105,41,normal
150,13,150,0,138,12,4,3,0,5,30,2,2.062227599813562,6,0,0,17,1,1,0,0,12,13,3,0.0459151515111158,6,0,normal
105,5,105,0,96,9,1,0,0,5,28,3,1.2490057465232676,4,3,4,0,0,0,0,0,1,8,20,0.3043209411605855,0,0,normal
91,1,91,0,90,1,0,3,0,6,30,4,2.2948880910161598,6,14,7,20,0,0,0,0,20,4,54,0.15498630119194767,11,11,normal
