timestamp,announcements,withdrawals,nlri_ann,dups,origin_0,origin_2,origin_changes,imp_wd,imp_wd_spath,imp_wd_dpath,as_path_max,unique_as_path_max,edit_distance_avg,edit_distance_max,edit_distance_dict_0,edit_distance_dict_1,edit_distance_dict_2,edit_distance_dict_3,edit_distance_dict_4,edit_distance_dict_5,edit_distance_dict_6,edit_distance_unique_dict_0,edit_distance_unique_dict_1,number_rare_ases,rare_ases_avg,nadas,flaps,data_source,label
2024-01-01 01:30:00,235,11,188,2,0,0,0,13,5,5,16,5,1.5454545454545454,1,0,0,4,0,1,0,0,0,0,66,0.0275908479138627,0,0,synthetic,copula_anomaly
2024-01-01 01:31:00,218,0,185,0,0,0,0,0,0,0,23,3,1.5616438356164384,11,0,0,0,0,0,0,0,0,0,101,0.0388204553938036,0,0,synthetic,copula_anomaly
2024-01-01 01:32:00,111,104,54,0,0,0,0,10,0,7,17,2,1.25,0,0,9,0,0,0,0,0,0,8,20,0.0259740259740259,35,0,synthetic,copula_anomaly
2024-01-01 01:33:00,76,3,40,0,0,0,0,14,3,7,16,3,2.75,13,0,2,0,0,0,0,0,0,2,18,0.0269949569860575,0,0,synthetic,copula_anomaly
2024-01-01 01:34:00,446,4,450,0,0,0,0,3,0,2,12,3,1.8571428571428568,11,0,0,0,2,0,0,0,0,0,63,0.0189753320683111,0,0,synthetic,copula_anomaly
2024-01-01 01:35:00,243,0,213,0,0,0,0,13,0,9,31,4,5.0,13,0,0,0,14,0,2,0,0,0,52,0.0141903171953255,0,0,synthetic,copula_anomaly
2024-01-01 01:36:00,105,82,65,0,0,0,0,43,3,36,10,4,3.0,9,0,10,9,2,0,0,0,0,6,26,0.0402476780185758,1,0,synthetic,copula_anomaly
2024-01-01 01:37:00,85,5,41,1,0,0,0,17,0,15,15,7,1.8,6,0,9,0,0,0,0,0,0,6,19,0.0408496732026143,0,0,synthetic,copula_anomaly
2024-01-01 01:38:00,2818,1,2367,0,1092,0,0,19,3,11,7,2,2.8666666666666667,2,0,6,0,5,0,0,0,0,4,187,0.1428571428571428,1,0,synthetic,copula_anomaly
2024-01-01 01:39:00,1762,8,1809,0,0,0,0,3,2,0,11,3,2.0,3,0,0,0,0,0,0,0,0,1,133,0.0767494356659142,0,0,synthetic,copula_anomaly
2024-01-01 01:40:00,96,8,46,0,0,0,0,64,5,50,10,2,1.7,1,0,24,3,1,0,0,0,0,21,23,0.0674846625766871,0,0,synthetic,copula_anomaly
2024-01-01 01:41:00,255,5,181,0,0,0,0,5,4,0,12,3,2.0,3,0,0,1,3,0,0,0,0,0,32,0.0163360560093348,1,0,synthetic,copula_anomaly
2024-01-01 01:42:00,3151,3,2958,1,0,0,0,25,0,24,16,6,2.7857142857142856,4,0,21,0,4,13,0,0,0,20,251,0.028,0,0,synthetic,copula_anomaly
2024-01-01 01:43:00,194,0,112,1,0,0,0,51,2,45,9,3,1.5,5,0,19,3,3,0,0,0,0,22,17,0.0097801160124106,0,0,synthetic,copula_anomaly
2024-01-01 01:44:00,57,0,27,0,0,0,0,26,0,22,15,5,1.6,5,0,3,15,0,2,0,0,0,3,12,0.0336300692383778,0,0,synthetic,copula_anomaly
2024-01-01 01:45:00,208,2,135,1,0,0,0,18,0,14,15,5,5.0,10,0,0,9,1,0,0,0,0,0,32,0.0455445544554455,0,0,synthetic,copula_anomaly
2024-01-01 01:46:00,79,80,38,0,0,0,0,32,0,31,15,4,3.4285714285714284,13,0,6,25,0,1,0,0,0,9,16,0.1682242990654205,1,0,synthetic,copula_anomaly
2024-01-01 01:47:00,798,2,785,0,0,0,0,16,0,12,8,4,3.333333333333333,5,0,4,0,0,0,0,0,0,3,104,0.0483870967741935,0,0,synthetic,copula_anomaly
2024-01-01 01:48:00,64,3,30,0,0,0,0,39,14,23,10,5,2.25,5,0,12,2,0,0,0,0,0,7,23,0.0737018425460636,0,0,synthetic,copula_anomaly
2024-01-01 01:49:00,270,0,214,1,0,26,0,10,6,4,10,2,0.0,0,0,0,4,0,3,0,0,0,0,113,0.0298507462686567,0,0,synthetic,copula_anomaly
2024-01-01 01:50:00,25,0,13,0,0,0,0,14,2,7,7,3,0.0,5,0,29,0,0,0,0,0,0,28,8,0.1328125,1,0,synthetic,copula_anomaly
2024-01-01 01:51:00,36,5,18,2,0,0,0,21,8,11,8,4,0.0,1,0,4,1,0,1,0,0,0,3,6,0.0650154798761609,1,0,synthetic,copula_anomaly
2024-01-01 01:52:00,247,35,177,0,0,0,0,48,0,47,9,4,0.0,2,0,18,37,1,0,0,0,0,15,69,0.0045825861725443,0,0,synthetic,copula_anomaly
2024-01-01 01:53:00,192,0,144,0,0,0,0,11,6,4,9,6,1.0588235294117647,12,0,0,0,7,0,0,0,0,0,21,0.0561056105610561,0,0,synthetic,copula_anomaly
2024-01-01 01:54:00,717,15,541,2,0,0,0,4,0,3,15,5,3.92156862745098,10,0,2,0,0,1,0,0,0,2,103,0.0385321100917431,1,0,synthetic,copula_anomaly
2024-01-01 01:55:00,106,1,52,0,0,0,0,51,6,39,10,2,3.333333333333333,8,0,11,2,0,8,1,0,0,11,15,0.0776699029126213,1,0,synthetic,copula_anomaly
2024-01-01 01:56:00,130,0,64,0,0,0,0,25,3,19,7,4,6.0,9,0,6,5,0,0,0,0,0,3,12,0.0331990330378726,6,0,synthetic,copula_anomaly
2024-01-01 01:57:00,350,0,298,0,0,0,0,0,0,0,10,3,1.162790697674419,2,0,0,0,0,15,0,0,0,0,105,0.093607305936073,19,0,synthetic,copula_anomaly
2024-01-01 01:58:00,97,12,56,0,0,0,0,0,0,0,9,3,1.8571428571428568,0,0,0,2,0,0,0,0,0,0,13,0.0287890044576523,0,0,synthetic,copula_anomaly
2024-01-01 01:59:00,20,13,9,5,0,0,0,270,16,224,8,8,0.0,1,0,88,80,0,1,0,0,0,63,4,0.0063956144358154,0,0,synthetic,copula_anomaly
2024-01-01 02:00:00,928,84,1111,0,0,0,0,7,0,5,24,2,5.125,12,0,0,1,2,0,0,0,0,0,217,0.0422932330827067,27,0,synthetic,copula_anomaly
2024-01-01 02:01:00,186,40,140,0,0,0,0,0,0,0,9,1,2.0,0,0,0,0,0,0,0,0,0,0,26,0.0175438596491228,1,0,synthetic,copula_anomaly
2024-01-01 02:02:00,165,1,73,0,0,0,0,43,10,27,13,4,0.0,0,0,12,1,5,0,0,0,0,7,19,0.037774167343623,0,0,synthetic,copula_anomaly
2024-01-01 02:03:00,54,2,28,0,0,0,0,0,0,0,16,4,6.0,5,0,0,1,0,4,0,0,0,0,8,0.0254757979919076,0,0,synthetic,copula_anomaly
2024-01-01 02:04:00,136,39,85,0,0,0,0,30,1,26,13,4,1.7142857142857142,3,0,16,1,0,0,0,0,0,14,30,0.0344827586206896,0,0,synthetic,copula_anomaly
2024-01-01 02:05:00,203,12,149,0,0,0,0,7,0,7,16,5,4.0,6,0,1,4,0,0,0,0,0,0,24,0.0946502057613168,0,0,synthetic,copula_anomaly
2024-01-01 02:06:00,71,251,36,0,0,0,0,22,1,16,11,3,1.5,4,0,6,0,1,0,1,0,0,6,13,0.0247218788627935,0,0,synthetic,copula_anomaly
2024-01-01 02:07:00,916,34,776,0,0,0,0,49,11,32,29,5,2.03125,13,0,8,4,0,1,0,0,0,6,76,0.0438066465256797,0,0,synthetic,copula_anomaly
2024-01-01 02:08:00,374,4,344,0,0,0,0,22,8,11,11,4,3.0,9,0,2,0,4,0,0,0,0,2,100,0.0890038105606967,0,0,synthetic,copula_anomaly
2024-01-01 02:09:00,131,1,79,0,0,0,0,16,3,8,15,3,2.4615384615384617,2,0,5,0,0,0,0,0,0,4,28,0.0408163265306122,0,0,synthetic,copula_anomaly
2024-01-01 02:10:00,230,33,193,0,0,0,0,14,0,14,10,2,1.1891891891891893,1,0,9,0,1,0,0,0,0,8,26,0.053763440860215,6,0,synthetic,copula_anomaly
2024-01-01 02:11:00,456,10,339,0,0,0,0,56,0,55,22,5,2.833333333333333,6,0,22,10,3,7,0,0,0,17,54,0.0682414698162729,0,0,synthetic,copula_anomaly
2024-01-01 02:12:00,80,1,48,0,0,0,0,1,0,0,17,4,4.111111111111111,13,0,0,4,0,0,0,0,0,0,17,0.075,0,0,synthetic,copula_anomaly
2024-01-01 02:13:00,87,4,52,0,0,0,0,12,2,6,14,3,1.2307692307692308,3,0,2,0,0,0,0,0,0,2,24,0.0521235521235521,0,0,synthetic,copula_anomaly
2024-01-01 02:14:00,1004,114,1376,0,0,6,1,1,0,0,30,8,2.6666666666666665,13,0,0,0,21,0,0,0,0,0,418,0.0898035547240411,68,0,synthetic,copula_anomaly
2024-01-01 02:15:00,1476,5,1406,0,428,0,0,16,0,10,22,4,4.0,7,0,0,25,0,0,0,0,0,1,102,0.093607305936073,0,0,synthetic,copula_anomaly
2024-01-01 02:16:00,174,1,100,0,0,0,0,23,0,23,11,4,3.5185185185185186,11,0,4,1,3,0,0,0,0,3,21,0.0263157894736842,1,0,synthetic,copula_anomaly
2024-01-01 02:17:00,409,59,391,2,0,0,0,0,0,0,8,1,6.833333333333333,2,0,0,0,0,1,0,0,0,0,57,0.1575342465753424,0,0,synthetic,copula_anomaly
2024-01-01 02:18:00,134,34,99,0,0,0,0,0,0,0,15,4,3.75,8,0,0,0,0,0,0,0,0,0,67,0.1264367816091954,0,0,synthetic,copula_anomaly
2024-01-01 02:19:00,90,1,47,0,0,0,0,24,2,19,9,2,4.666666666666667,4,0,9,5,0,0,0,0,0,8,26,0.0891719745222929,0,0,synthetic,copula_anomaly
2024-01-01 02:20:00,1032,3,975,0,0,0,0,51,0,50,31,4,2.0,4,0,28,21,0,0,1,0,0,27,77,0.0309734513274336,21,0,synthetic,copula_anomaly
2024-01-01 02:21:00,3974,3,4861,0,0,0,0,0,0,0,16,3,0.0,0,0,0,0,0,16,0,0,0,0,457,0.0947368421052631,15,1,synthetic,copula_anomaly
2024-01-01 02:22:00,83,159,44,0,0,0,0,2,0,1,10,4,2.5,4,0,1,0,1,1,0,0,0,2,32,0.0614525139664804,1,0,synthetic,copula_anomaly
2024-01-01 02:23:00,46,20,23,0,0,0,0,0,0,0,9,6,2.0,8,0,0,0,1,0,0,0,0,0,19,0.0193798449612403,3,0,synthetic,copula_anomaly
2024-01-01 02:24:00,31,15,17,1,0,0,0,20,5,11,15,6,2.2857142857142856,4,0,10,1,0,0,0,0,0,7,17,0.0301174068402246,0,0,synthetic,copula_anomaly
2024-01-01 02:25:00,212,2,156,0,0,0,0,22,0,21,16,2,0.0,0,0,17,0,1,0,0,0,0,11,46,0.0067105263157894,0,0,synthetic,copula_anomaly
2024-01-01 02:26:00,1660,3,1538,0,0,0,0,27,0,27,18,3,2.65625,5,0,9,2,1,1,0,0,0,6,119,0.0289575289575289,0,0,synthetic,copula_anomaly
2024-01-01 02:27:00,221,19,240,0,0,0,0,8,0,8,15,4,1.0,6,0,6,0,0,0,0,0,0,5,57,0.0363897534115393,0,0,synthetic,copula_anomaly
