feature,syn_mean_raw,syn_std_raw,real_mean_raw,real_std_raw,mean_diff_raw,std_ratio_raw,syn_mean_scaled,syn_std_scaled,real_mean_scaled,real_std_scaled,mean_diff_scaled,std_ratio_scaled,potential_mean_bias,potential_std_bias
edit_distance_dict_0,7.1791,6.9844729459792925,1.86655,3.3879809648595893,5.31255,2.061544329328531,0.4356016904288487,1.145352856864143,-0.4356016904288487,0.5555800283165375,0.8712033808576974,2.0615443293285316,True,True
edit_distance_dict_1,6.3308,6.875786150089246,3.25665,5.145532489716699,3.07415,1.3362632854481908,0.2453838143670689,1.0976461471223529,-0.245383814367069,0.8214295484098375,0.49076762873413793,1.3362632854481904,False,True
edit_distance_dict_2,8.7987,11.245016710972086,3.9374,6.7631404128120955,4.8613,1.6626915936374058,0.2534141723964284,1.172351165877184,-0.25341417239642844,0.7050923757378702,0.5068283447928568,1.6626915936374058,True,True
edit_distance_dict_3,2.72675,4.7093623073795365,1.63665,3.0005794359335947,1.0901,1.569484297260164,0.13674587449323883,1.1814875097333921,-0.13674587449323886,0.7527870854113706,0.27349174898647766,1.5694842972601641,False,True
edit_distance_dict_4,0.85555,1.9291631037872485,0.81515,1.973619830732812,0.04039999999999999,0.9774745235869177,0.01035062050234415,0.9884918795696341,-0.010350620502344116,1.0112712461725217,0.020701241004688266,0.9774745235869176,False,False
edit_distance_dict_5,0.1855,0.5639198970443534,0.22445,0.7469940411441549,0.03895000000000001,0.7549188694739911,-0.02941452798696148,0.8517084930881652,0.02941452798696151,1.128211954327774,0.05882905597392299,0.7549188694739911,False,False
edit_distance_dict_6,0.0706,0.2889979515339158,0.0976,0.5329994788198401,0.02700000000000001,0.5422105705878192,-0.03147398821268185,0.6737548680942312,0.03147398821268188,1.2426074013345088,0.06294797642536373,0.5422105705878192,False,True
edit_distance_unique_dict_0,4.98895,4.7824127248778465,1.4846,2.4842647641849545,3.50435,1.9250817359827086,0.4177661945253866,1.1402288103862432,-0.4177661945253866,0.5923015054756537,0.8355323890507732,1.9250817359827086,True,True
edit_distance_unique_dict_1,5.673,5.2749182209880665,2.67715,4.311049423847602,2.99585,1.223581012968349,0.29693875159408656,1.0456387820624025,-0.29693875159408645,0.8545725791590478,0.593877503188173,1.223581012968349,True,False
number_rare_ases,42.6675,38.06539100613079,37.49365,31.47577633518028,5.1738499999999945,1.2093551117144437,0.07386752127671244,1.0868988410066154,-0.07386752127671264,0.8987425037347154,0.14773504255342507,1.2093551117144434,False,False
rare_ases_avg,0.12720418044722356,0.11384256249866712,0.1449197000389471,0.1148710221723955,0.017715519591723544,0.9910468310085645,-0.0772270514140253,0.9925202120984428,0.07722705141402503,1.0014866916918332,0.15445410282805033,0.9910468310085647,False,False
nadas,16.59265,43.491482975774375,6.26535,12.394951436716319,10.3273,3.5088062424306017,0.15941564673387515,1.3426645015172516,-0.15941564673387515,0.38265564090742393,0.3188312934677503,3.5088062424306012,False,True
flaps,6.46805,26.453435852662324,1.73855,3.347499691592108,4.7295,7.902446091064694,0.124448585493575,1.3921177164449576,-0.12444858549357504,0.17616288683310685,0.24889717098715003,7.902446091064696,False,True
