announcements,withdrawals,nlri_ann,dups,origin_0,origin_2,origin_changes,imp_wd,imp_wd_spath,imp_wd_dpath,as_path_max,unique_as_path_max,edit_distance_max,edit_distance_dict_0,edit_distance_dict_1,edit_distance_dict_2,edit_distance_dict_3,edit_distance_dict_4,edit_distance_dict_5,edit_distance_dict_6,edit_distance_unique_dict_0,edit_distance_unique_dict_1,number_rare_ases,nadas,flaps,edit_distance_avg,rare_ases_avg,timestamp,label,discovered_label,generation_method,log_transform_used,bgp_constraints_enforced
13,0,13,1,6,7,2,2,0,2,10,4,3,1,1,2,1,0,0,0,1,1,22,3,0,1.4963544170243164,0.369825983624147,2024-01-01 00:10:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
631,8,631,4,606,25,5,11,0,11,28,4,4,1,4,6,10,2,0,0,1,3,93,9,5,2.220058625684592,0.03326323616667242,2024-01-01 00:11:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
20,5,20,0,11,8,2,0,0,0,7,2,2,0,0,2,0,0,0,0,0,0,26,6,1,2.0,0.27912221449965213,2024-01-01 00:12:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
22,1,22,5,15,6,1,5,4,1,9,2,3,6,1,1,0,0,0,0,5,1,16,2,1,0.45849970588788985,0.1819752272870162,2024-01-01 00:13:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
112,4,112,1,107,5,0,6,1,5,28,2,2,1,4,2,0,0,0,0,1,4,62,10,5,1.2336562057755367,0.12261892893381984,2024-01-01 00:14:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
15,3,15,0,8,7,2,2,0,2,7,3,3,0,2,3,1,0,0,0,0,2,11,1,1,1.763891027423986,0.1640755880299677,2024-01-01 00:15:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
676,11,676,0,659,17,1,0,0,0,28,3,3,0,0,2,0,0,0,0,0,0,131,14,0,2.2507624573529608,0.043835623888834135,2024-01-01 00:16:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
12,1,12,0,4,8,1,1,1,0,8,2,2,1,0,2,0,0,0,0,1,0,14,3,1,1.4597303267844617,0.230048224537014,2024-01-01 00:17:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
31,2,31,0,13,18,2,2,0,2,14,5,4,0,2,1,1,1,0,0,0,2,24,1,0,2.190752247402142,0.13066513876489225,2024-01-01 00:18:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
70,4,70,0,57,12,2,1,0,1,13,3,3,0,2,3,1,1,0,0,0,2,36,4,1,1.9971764269201282,0.08746121476734062,2024-01-01 00:19:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
24,8,24,0,20,4,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,29,6,0,0.20069855815634713,0.30799071219336865,2024-01-01 00:20:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
22,0,22,4,13,9,2,4,2,2,9,3,3,4,2,2,1,1,0,0,3,1,18,3,1,0.9755193625768357,0.15104522296621295,2024-01-01 00:21:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
4,1,4,0,2,2,1,0,0,0,5,2,1,0,1,0,0,0,0,0,0,1,13,2,1,0.6369576180207995,0.7381255161608364,2024-01-01 00:22:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
101,7,101,2,39,62,18,6,1,5,14,4,10,1,4,9,13,3,1,0,1,2,44,0,7,2.729363421707119,0.08105750340347377,2024-01-01 00:23:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
92,40,92,1,37,55,4,2,1,1,10,2,3,2,1,9,1,0,0,0,1,1,69,8,1,1.687712874413572,0.1540149235716336,2024-01-01 00:24:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
26,0,26,3,16,9,3,7,0,6,8,7,4,3,5,5,2,1,1,0,2,4,10,0,0,1.6401089550070318,0.08526168216186561,2024-01-01 00:25:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
47,8,47,0,22,25,1,3,0,2,13,2,7,0,0,2,1,0,0,0,0,0,48,1,4,3.155746660644337,0.19734135902867936,2024-01-01 00:26:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
14,0,14,1,10,4,3,4,0,4,8,3,3,0,0,5,1,0,0,0,0,0,19,1,0,1.9510112689219172,0.24858249818845057,2024-01-01 00:27:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
27,9,27,0,25,2,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,24,0,2,0.0,0.1605874816258736,2024-01-01 00:28:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
29,3,29,5,21,8,3,3,1,1,10,3,2,2,5,3,0,0,0,0,1,2,21,1,0,1.2171952795744454,0.12478798878034465,2024-01-01 00:29:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
237,40,237,6,179,58,29,14,4,10,23,4,7,5,8,21,27,8,3,0,3,7,81,38,12,2.8192221124645975,0.06235860026833341,2024-01-01 00:30:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
32,1,32,0,20,12,2,3,0,3,17,3,7,0,1,2,1,0,2,2,0,1,25,2,1,3.8352524741412934,0.09519175798376966,2024-01-01 00:31:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
39,1,39,1,4,35,0,1,0,1,11,2,1,0,1,2,0,0,0,0,0,1,44,2,0,0.6212319475149544,0.20226070153078107,2024-01-01 00:32:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
32,14,32,6,27,5,0,6,5,1,10,2,4,6,0,1,0,1,0,0,6,0,18,0,5,0.8120528064426155,0.10018643392111932,2024-01-01 00:33:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
146,1,146,1,18,128,3,1,0,0,9,4,5,1,1,25,0,1,0,1,1,0,30,4,1,1.9705421591359693,0.03725722872497145,2024-01-01 00:34:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
83,13,83,0,60,23,3,2,0,2,19,5,7,0,2,4,1,2,0,0,0,2,70,4,0,2.6,0.12977272426848727,2024-01-01 00:35:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
21,5,21,1,10,11,2,3,1,2,7,2,2,2,2,5,0,0,0,0,1,2,18,3,3,1.33371208423398,0.1855413618516853,2024-01-01 00:36:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
25,0,25,1,9,16,3,3,0,3,9,5,4,1,3,4,2,1,0,0,1,2,20,0,0,1.9849858394454432,0.15924310870248704,2024-01-01 00:37:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
142,21,142,7,113,29,4,8,7,1,21,3,3,6,2,5,3,0,0,0,6,2,79,3,1,1.3212026122349652,0.0909170769307822,2024-01-01 00:38:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
23,0,23,0,13,10,4,5,0,5,14,3,4,0,3,0,5,2,0,0,0,2,7,1,0,2.5907664946648405,0.05510636561399813,2024-01-01 00:39:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
125,14,125,2,100,25,9,3,0,3,19,5,4,2,7,4,3,2,0,0,1,7,75,27,9,1.855331812194062,0.12097761739329031,2024-01-01 00:40:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
19,1,19,1,10,9,1,2,0,2,9,4,3,0,1,3,1,0,0,0,0,1,17,3,0,2.146840581328049,0.1588869098215255,2024-01-01 00:41:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
58,13,58,3,46,12,2,12,1,11,16,4,8,3,4,4,5,1,0,0,3,4,24,1,9,2.5784580585365484,0.07281421354760355,2024-01-01 00:42:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
18,1,18,0,9,9,1,2,0,2,8,3,3,0,0,2,1,0,0,0,0,0,18,2,0,2.248484137835673,0.16998276976373253,2024-01-01 00:43:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
47,1,47,8,42,5,1,11,7,4,11,2,2,8,2,3,0,0,0,0,8,2,22,3,1,0.6385697986018787,0.1084809809477487,2024-01-01 00:44:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
8,1,8,0,3,5,2,1,1,0,7,3,1,1,2,0,0,0,0,0,1,1,12,2,1,0.7424884012911228,0.4256723283291005,2024-01-01 00:45:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
19,0,19,0,13,6,1,4,0,4,7,3,4,0,3,2,1,1,0,0,0,3,17,0,0,1.9458868406103664,0.2004139126174497,2024-01-01 00:46:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
24,3,24,0,16,8,1,2,0,2,11,2,4,0,1,0,3,0,1,0,0,1,26,1,2,2.805389204713401,0.1987620489898976,2024-01-01 00:47:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
116,5,116,2,88,28,16,7,2,5,16,3,3,2,5,16,2,0,0,0,2,5,34,0,3,1.7967136104195123,0.05026893021076043,2024-01-01 00:48:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
26,0,26,1,13,12,2,2,0,2,8,2,4,0,1,0,2,1,0,0,0,1,22,2,0,3.051143157255857,0.16030855504918753,2024-01-01 00:49:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
28,2,28,2,21,7,2,4,2,2,7,3,2,2,3,1,0,0,0,0,1,2,20,7,1,0.9623487065500913,0.17782240032135557,2024-01-01 00:50:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
611,7,611,1,589,22,2,5,2,3,28,3,3,2,5,0,2,0,0,0,2,5,95,2,1,1.1999892008680948,0.03477092133609311,2024-01-01 00:51:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
97,2,97,2,23,74,7,8,3,5,10,5,7,4,1,7,3,2,1,0,4,1,50,8,1,2.30006623583546,0.11468902455189832,2024-01-01 00:52:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
325,5,325,2,293,32,6,5,1,4,28,3,6,2,3,31,4,1,0,0,1,3,91,56,1,1.9329689364054243,0.06974550694971798,2024-01-01 00:53:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
85,9,85,3,37,48,4,11,1,10,13,3,2,2,12,7,0,0,0,0,1,10,43,3,7,1.2316459978858143,0.10108088522089634,2024-01-01 00:54:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
12,0,12,1,7,5,4,5,0,5,7,4,6,1,1,4,0,0,0,1,1,1,10,0,0,2.1435471569107136,0.1584706873522028,2024-01-01 00:55:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
50,2,50,1,11,39,4,3,1,2,11,4,5,2,4,2,1,0,1,0,1,2,42,7,3,1.6143651986095957,0.1768343196438291,2024-01-01 00:56:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
45,2,45,12,36,9,5,9,8,1,10,2,2,12,5,1,0,0,0,0,8,5,19,0,1,0.47220589734897506,0.07668968205240546,2024-01-01 00:57:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
10,4,10,1,6,4,0,1,0,1,13,2,2,0,0,1,1,0,0,0,0,0,13,1,1,1.9217390173069477,0.30359155562904283,2024-01-01 00:58:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
46,9,46,2,37,9,2,2,1,1,8,4,3,1,1,6,1,0,0,0,1,1,21,7,1,1.790748099091924,0.0959986992820185,2024-01-01 00:59:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
86,9,86,1,44,41,3,5,0,5,12,5,5,0,4,9,1,1,1,0,0,3,29,2,3,2.043590041146142,0.06163668113634425,2024-01-01 01:00:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
90,2,90,5,48,42,14,15,0,15,10,4,4,2,14,19,2,3,0,0,2,10,32,6,2,1.7321733018065204,0.0774903653797723,2024-01-01 01:01:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
59,4,59,5,31,26,6,12,1,11,10,4,2,5,10,8,0,0,0,0,5,6,21,2,3,1.1411175248940224,0.0705267257772978,2024-01-01 01:02:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
162,1,162,0,5,157,2,0,0,0,16,2,3,0,1,0,1,0,0,0,0,1,53,0,1,1.9541556694437001,0.06676852035548345,2024-01-01 01:03:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
19,1,19,0,9,10,2,2,0,2,12,4,3,0,1,2,3,0,0,0,0,1,21,1,0,2.1829957167000114,0.21681947311180616,2024-01-01 01:04:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
16,3,16,0,9,7,0,0,0,0,10,2,2,0,0,2,0,0,0,0,0,0,25,2,3,2.0,0.3139624186002087,2024-01-01 01:05:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
4,2,4,0,2,1,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,8,7,0,0.0,0.2720967523800347,2024-01-01 01:06:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
51,22,51,2,41,10,2,4,0,3,14,4,3,1,4,6,1,0,0,0,1,3,41,11,2,1.5299265740705374,0.17643224060072893,2024-01-01 01:07:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
50,1,50,1,15,35,0,1,0,1,9,3,4,1,1,3,0,1,0,0,1,0,36,3,1,1.9355071679910074,0.14088608354094254,2024-01-01 01:08:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
76,12,76,1,59,17,4,3,1,2,16,4,8,1,2,4,2,0,0,0,1,1,58,2,1,2.4914393656587204,0.12001689202911986,2024-01-01 01:09:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
640,10,640,2,615,25,3,4,1,3,28,4,3,1,2,7,2,0,0,0,1,1,77,3,0,1.8498046622663424,0.027032395339534644,2024-01-01 01:10:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
25,0,25,5,11,14,3,6,3,3,7,4,3,5,2,6,1,1,0,0,4,2,12,2,0,1.314937454347026,0.08847439365925351,2024-01-01 01:11:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
123,18,123,2,100,23,8,3,0,3,18,5,4,2,7,4,3,2,0,0,1,6,71,17,11,1.6169781091338553,0.11545112565248325,2024-01-01 01:12:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
17,0,17,2,12,4,2,2,0,2,7,4,3,1,1,4,1,0,0,0,1,1,21,0,0,1.7764373985585904,0.25608916811712124,2024-01-01 01:13:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
63,16,63,2,58,5,2,8,1,7,11,4,5,2,2,8,5,0,1,0,1,2,31,6,10,2.059269640837428,0.09564747787963875,2024-01-01 01:14:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
25,4,25,1,10,15,1,7,0,7,14,6,5,1,6,2,1,1,0,0,1,5,20,1,2,1.7059538107367513,0.12119545700398708,2024-01-01 01:15:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
48,17,48,0,20,28,12,1,0,1,11,3,2,0,12,2,0,0,0,0,0,10,36,2,8,1.172240813536219,0.1474752393590851,2024-01-01 01:16:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
55,3,55,1,52,3,2,6,0,6,12,2,4,0,5,0,3,1,0,0,0,4,22,13,0,1.8663213153852605,0.08745696948126157,2024-01-01 01:17:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
70,2,70,5,38,32,6,6,1,5,12,4,3,2,10,7,2,0,0,0,2,5,42,2,2,1.4839321650373796,0.10882186039786416,2024-01-01 01:18:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
37,7,37,0,23,14,4,9,3,6,11,3,3,3,6,4,1,0,0,0,3,5,29,6,2,1.1750851951891363,0.1703078966000223,2024-01-01 01:19:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
57,4,57,9,52,5,2,10,6,4,14,3,3,10,1,3,1,0,0,0,8,1,38,7,3,0.6737803488725598,0.1473403811759277,2024-01-01 01:20:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
22,0,22,2,6,15,2,4,3,1,8,2,2,3,2,1,0,0,0,0,3,2,23,3,0,0.6489125655980388,0.2272348725469583,2024-01-01 01:21:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
15,0,15,0,10,4,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0.0,0.27331558393600064,2024-01-01 01:22:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
49,13,49,3,44,5,1,3,0,3,10,5,3,3,4,3,0,0,0,0,1,3,38,5,2,1.280993150782497,0.1605543781764839,2024-01-01 01:23:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
24,1,24,4,15,9,1,4,3,1,12,2,2,5,1,1,0,0,0,0,4,1,19,4,0,0.3289555611764371,0.16014164042097767,2024-01-01 01:24:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
963,5,963,3,927,36,4,9,4,5,28,4,3,4,8,4,1,6,0,0,3,5,135,14,1,1.3648361374656883,0.027818944230098765,2024-01-01 01:25:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
28,2,28,4,16,12,0,3,0,3,9,2,2,3,3,4,0,0,0,0,2,3,15,0,0,1.2787676884441452,0.10995731498996403,2024-01-01 01:26:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
48,0,48,0,17,31,14,3,0,3,12,3,7,0,14,1,0,0,1,1,0,14,20,5,0,1.7885000613794602,0.09633664535658515,2024-01-01 01:27:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
66,17,66,1,32,34,5,16,0,16,14,5,4,1,8,11,5,3,0,0,1,7,19,0,14,2.009369165446601,0.055000327688458785,2024-01-01 01:28:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
54,1,54,0,9,45,0,0,0,0,14,2,2,0,0,1,0,0,0,0,0,0,25,1,0,1.8851196625722368,0.06049075699645176,2024-01-01 01:29:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
80,21,80,1,62,18,4,3,0,3,8,7,4,0,5,1,1,4,0,0,0,2,42,9,1,2.3583186999358468,0.1416504820230533,2024-01-01 01:30:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
56,11,56,1,47,9,1,1,1,0,9,2,3,1,0,0,3,0,0,0,1,0,36,6,3,2.201133148935781,0.13508404927809348,2024-01-01 01:31:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
12,0,12,1,7,5,4,5,0,5,7,4,5,1,1,4,0,0,0,1,1,1,12,1,0,2.152011701065118,0.1857123153285776,2024-01-01 01:32:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
50,0,50,1,25,25,0,7,1,6,11,2,1,1,6,0,0,0,0,0,1,6,36,2,0,0.9801967594937805,0.1730967612256859,2024-01-01 01:33:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
181,7,181,13,146,35,7,9,2,7,15,5,8,8,13,11,11,3,2,0,4,12,78,6,6,2.355297996534288,0.07574131170436066,2024-01-01 01:34:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
68,1,68,0,57,11,2,1,0,1,12,3,2,0,1,2,1,1,0,0,0,1,49,5,1,1.2521538620304131,0.1242018589571502,2024-01-01 01:35:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
32,3,32,6,24,8,3,9,2,7,8,4,5,5,7,2,2,1,1,1,4,6,9,2,3,1.4897031962163836,0.07894284265910999,2024-01-01 01:36:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
23,3,23,1,9,14,1,2,1,1,5,3,2,2,2,1,0,0,0,0,2,1,10,0,2,0.632732126273016,0.11807417117317415,2024-01-01 01:37:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
23,0,23,1,16,6,1,2,0,2,7,3,2,1,0,4,0,0,0,0,1,0,3,1,0,1.7812626977220107,0.035776288431643904,2024-01-01 01:38:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
63,6,63,0,25,38,5,4,0,4,10,6,3,0,4,4,5,0,0,0,0,3,57,5,2,1.986613028605226,0.18159996689512406,2024-01-01 01:39:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
52,7,52,0,14,38,0,0,0,0,14,2,2,0,0,1,0,0,0,0,0,0,31,2,3,1.9150544556216933,0.08512140517628469,2024-01-01 01:40:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
588,0,588,0,568,20,2,2,1,1,28,2,3,1,1,1,1,0,0,0,1,1,89,1,0,1.610630921537418,0.0338555300939276,2024-01-01 01:41:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
38,4,38,0,28,10,2,4,0,4,8,4,3,0,5,2,1,0,0,0,0,3,20,0,3,1.605278545164106,0.1207597794272931,2024-01-01 01:42:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
30,4,30,0,24,6,1,1,0,1,8,3,3,0,1,2,1,0,0,0,0,1,21,1,0,2.0,0.16122283085781627,2024-01-01 01:43:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
585,1,585,1,568,17,1,3,1,2,28,4,3,1,1,1,1,0,0,0,1,1,86,1,1,1.5194470353886516,0.03271066211518671,2024-01-01 01:44:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
50,0,50,1,4,46,1,1,1,0,9,2,4,1,0,0,1,0,0,0,1,0,11,0,0,1.57123775684708,0.033971802111545574,2024-01-01 01:45:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
613,0,613,0,594,19,0,0,0,0,28,2,2,0,0,2,0,0,0,0,0,0,90,6,0,1.943286768501218,0.032313954407405615,2024-01-01 01:46:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
47,9,47,2,23,24,3,2,0,2,12,4,6,1,2,2,0,0,2,0,1,1,46,6,6,2.573799216470106,0.17213548139558363,2024-01-01 01:47:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
11,3,11,2,8,3,1,1,1,0,14,3,3,1,1,0,2,0,0,0,1,1,8,1,1,1.9114245490792996,0.13990641994158326,2024-01-01 01:48:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
41,13,41,2,15,26,3,8,0,8,9,6,5,1,5,6,2,1,1,0,0,2,13,5,1,1.891139421130849,0.05464981693951823,2024-01-01 01:49:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
47,11,47,1,19,27,7,8,0,8,8,5,4,0,4,9,4,1,1,0,0,2,16,2,3,2.1881685555290313,0.06332966285490609,2024-01-01 01:50:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
21,2,21,0,15,6,0,1,0,1,10,2,3,0,1,1,1,0,0,0,0,1,24,1,2,1.8260174834166307,0.2380725310945135,2024-01-01 01:51:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
111,2,111,3,103,7,1,3,0,3,28,4,5,3,3,1,1,1,0,0,1,1,63,11,1,2.02225106067739,0.14386220969693825,2024-01-01 01:52:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
83,14,83,1,65,18,4,4,0,4,8,6,4,0,5,2,2,3,0,0,0,2,48,12,1,2.301466504894045,0.14417724624713335,2024-01-01 01:53:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
34,4,34,0,26,8,4,2,0,2,7,3,4,0,4,2,0,1,0,0,0,3,20,1,1,1.6567092158664736,0.12670943550277516,2024-01-01 01:54:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
21,1,21,0,19,2,1,1,0,1,6,3,2,0,1,1,0,0,0,0,0,1,18,1,1,1.526748789298395,0.187144298014649,2024-01-01 01:55:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
51,17,51,2,42,9,2,3,0,3,12,4,3,1,4,5,0,0,0,0,1,3,39,8,2,1.6814571018521458,0.1691087040512552,2024-01-01 01:56:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
41,2,41,3,25,15,4,7,3,4,9,3,4,5,2,3,1,2,0,0,4,2,30,4,1,1.5111977105065493,0.15834804793913992,2024-01-01 01:57:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
20,0,20,0,11,9,4,1,0,1,6,4,3,0,1,5,1,0,0,0,0,1,16,1,0,2.0050206756033973,0.20803248891247786,2024-01-01 01:58:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
20,0,20,0,10,10,2,3,0,3,13,3,3,0,0,3,3,0,0,0,0,0,18,0,0,2.3424239961405227,0.18001040745849675,2024-01-01 01:59:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
29,2,29,2,22,7,0,8,1,7,7,2,2,2,6,1,0,0,0,0,2,6,18,1,1,0.8906824683877482,0.13748204263742478,2024-01-01 02:00:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
32,9,32,0,24,8,1,1,0,1,8,3,3,0,1,1,1,0,0,0,0,1,22,0,1,2.0,0.13682102398537418,2024-01-01 02:01:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
17,4,17,0,13,4,2,2,1,1,8,3,3,1,1,1,1,0,0,0,1,1,13,8,2,1.3616400012288503,0.18123746455507772,2024-01-01 02:02:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
15,1,15,0,9,6,2,3,0,3,7,4,4,0,2,1,1,1,0,0,0,1,19,0,1,2.161739575113961,0.23729240626968837,2024-01-01 02:03:00,synthetic,likely_normal_synthetic,enhanced_smote,True,True
