announcements,withdrawals,nlri_ann,dups,origin_0,origin_2,origin_changes,imp_wd,imp_wd_spath,imp_wd_dpath,as_path_max,unique_as_path_max,edit_distance_max,edit_distance_dict_0,edit_distance_dict_1,edit_distance_dict_2,edit_distance_dict_3,edit_distance_dict_4,edit_distance_dict_5,edit_distance_dict_6,edit_distance_unique_dict_0,edit_distance_unique_dict_1,number_rare_ases,nadas,flaps,edit_distance_avg,rare_ases_avg,timestamp,label,discovered_label,generation_method,log_transform_used,bgp_constraints_enforced
592,2,592,1,569,23,4,4,2,2,28,4,2,2,1,7,0,0,0,0,2,1,81,3,1,1.6160137187353816,0.030417717906991805,2024-01-01 00:38:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
697,6,697,4,668,29,4,4,2,2,28,3,4,4,2,3,3,1,0,0,3,2,117,14,0,1.5644885383454061,0.037772541511524566,2024-01-01 00:39:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
691,1,691,1,674,17,1,2,1,1,28,3,3,1,1,1,0,1,0,0,1,1,114,11,1,1.5798134172230092,0.03743146626029728,2024-01-01 00:40:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
523,0,523,0,510,13,1,5,0,5,28,2,1,0,6,0,0,0,0,0,0,6,71,0,0,1.0326781703994712,0.03084825629564706,2024-01-01 00:41:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
607,4,607,2,586,21,3,5,0,5,28,4,3,1,6,4,1,0,0,0,1,5,93,3,0,1.4133665418003694,0.03431497522598349,2024-01-01 00:42:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
600,2,600,8,563,36,3,9,7,1,28,4,3,9,2,5,1,0,0,0,7,1,79,10,1,0.8242085984237504,0.02913203118716576,2024-01-01 00:43:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
674,2,674,0,653,21,0,0,0,0,28,2,2,0,0,1,0,0,0,0,0,0,122,15,0,2.052319208790259,0.040948408279784146,2024-01-01 00:44:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
602,1,602,9,564,37,4,10,8,2,28,4,2,9,2,5,0,0,0,0,7,1,77,10,1,0.7998624084116254,0.02850681019877051,2024-01-01 00:45:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
576,2,576,1,557,19,3,2,1,1,28,4,6,1,3,1,1,0,0,0,1,1,81,1,1,2.099169331896795,0.031060928449065273,2024-01-01 00:46:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
696,9,696,4,668,28,5,5,2,3,28,3,4,4,3,4,2,1,0,0,4,3,116,12,0,1.5437853730783495,0.03729171528075685,2024-01-01 00:47:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
613,37,613,1,592,21,1,6,1,5,28,3,5,1,0,3,4,0,0,1,1,0,101,4,1,2.4792712877144387,0.03659390503249137,2024-01-01 00:48:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
394,5,394,0,323,71,5,4,1,3,20,5,4,1,4,4,2,0,1,0,1,2,120,28,3,1.8127696238564504,0.056195573414170114,2024-01-01 00:49:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
682,5,682,2,654,28,4,7,0,7,28,4,4,1,5,4,3,2,0,0,1,5,103,12,2,2.010844791802906,0.034128644161856056,2024-01-01 00:50:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
605,3,605,2,586,19,1,4,2,2,28,3,4,2,2,3,1,1,0,0,1,2,81,0,1,1.688316854349845,0.02934252033119902,2024-01-01 00:51:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
676,2,676,0,658,18,0,1,0,1,28,2,2,0,0,1,0,0,0,0,0,0,121,17,0,2.0,0.04080679181214672,2024-01-01 00:52:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
561,2,561,4,537,24,2,3,2,1,28,3,3,3,0,1,3,0,0,0,3,0,74,1,1,1.7097255376484926,0.02942179319379639,2024-01-01 00:53:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
562,3,562,4,538,24,2,3,2,1,28,4,5,3,2,1,3,0,0,0,3,2,81,3,1,1.75,0.03249860102857501,2024-01-01 00:54:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
607,2,607,0,594,13,0,1,0,1,28,2,1,0,1,0,0,0,0,0,0,1,104,10,0,0.9390676985128962,0.03966368171392707,2024-01-01 00:55:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
464,2,464,0,452,12,1,1,0,1,9,4,4,0,0,2,0,0,1,0,0,0,62,1,1,2.397870662603914,0.030443774150730584,2024-01-01 00:56:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
605,1,605,2,561,44,2,3,2,1,28,2,4,1,1,6,1,2,0,0,1,1,79,0,0,2.181532386832675,0.028147850055030104,2024-01-01 00:57:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
607,1,607,4,591,15,1,6,5,1,28,2,2,5,1,3,0,0,0,0,5,1,85,3,0,0.7334689172288972,0.03166823159154926,2024-01-01 00:58:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
614,1,614,0,580,34,5,4,0,4,28,3,3,0,3,3,4,0,0,0,0,3,86,2,0,2.1030032057698116,0.029312104032133357,2024-01-01 00:59:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
1042,4,1042,0,1036,6,1,1,0,1,18,3,2,0,0,0,1,0,0,0,0,0,53,10,2,2.1961381727815157,0.010512307362447492,2024-01-01 01:00:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
572,4,572,0,557,15,1,2,0,2,28,5,2,0,2,2,0,0,0,0,0,1,80,2,0,1.5,0.031768538845741684,2024-01-01 01:01:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
735,9,735,1,685,49,6,7,1,6,28,4,8,0,3,8,0,1,0,1,0,3,129,10,1,2.8688537183023586,0.038244842537092004,2024-01-01 01:02:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
607,9,607,0,585,22,1,1,1,0,28,2,5,1,0,0,0,0,1,0,1,0,97,2,0,2.394730928488616,0.0363358842193047,2024-01-01 01:03:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
702,2,702,2,681,21,1,2,1,1,28,4,5,2,1,0,1,0,1,0,1,1,136,10,1,1.7978777958932395,0.04368299771262783,2024-01-01 01:04:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
583,3,583,5,557,26,4,4,1,3,28,4,3,4,4,3,2,0,0,0,3,1,92,9,1,1.3375815219496023,0.03568590087467951,2024-01-01 01:05:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
573,1,573,1,554,19,1,2,0,2,28,2,2,0,3,0,0,0,0,0,0,3,94,4,0,1.0835533564334667,0.03720050114455527,2024-01-01 01:06:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
632,7,632,0,608,23,2,4,0,3,28,2,2,1,3,3,0,0,0,0,1,3,107,4,1,1.3419911241460987,0.03650854744084379,2024-01-01 01:07:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
573,3,573,2,554,19,1,2,1,1,28,2,2,1,2,0,1,0,0,0,1,1,93,1,1,0.8850987619066698,0.03627850701978765,2024-01-01 01:08:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
670,0,670,0,652,18,2,0,0,0,28,3,3,0,1,1,2,0,0,0,0,1,111,12,0,2.9066371508628315,0.03803259674179186,2024-01-01 01:09:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
626,1,626,1,604,22,4,5,1,4,28,4,3,1,4,3,3,0,0,0,1,4,96,4,1,1.6942739662075055,0.03405549479459874,2024-01-01 01:10:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
497,1,497,1,488,9,1,2,1,1,28,2,1,1,1,0,0,0,0,0,1,1,62,3,1,1.0319332364611649,0.028231862652686287,2024-01-01 01:11:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
573,4,573,0,559,14,1,1,1,0,28,1,0,1,0,0,0,0,0,0,1,0,78,1,1,0.0,0.030327753992148865,2024-01-01 01:12:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
639,1,639,3,576,62,3,6,0,6,28,3,8,2,3,5,3,0,0,0,2,3,108,2,1,2.263135266526818,0.03592520601876762,2024-01-01 01:13:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
605,2,605,2,586,19,1,4,2,2,28,3,4,2,2,3,1,1,0,0,1,2,81,0,1,1.7056012918416517,0.029464932320342054,2024-01-01 01:14:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
610,10,610,3,583,27,8,10,2,8,28,4,6,2,6,10,2,0,0,1,2,6,82,7,5,1.7995016215151516,0.02923380743625345,2024-01-01 01:15:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
586,23,586,0,571,15,2,0,0,0,14,2,2,0,2,3,0,0,0,0,0,2,195,86,15,1.595233617404423,0.05683920441440827,2024-01-01 01:16:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
523,0,523,0,505,17,2,2,0,2,28,3,4,0,2,2,1,1,0,0,0,2,73,1,0,2.1646203982893386,0.03092725857181383,2024-01-01 01:17:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
578,4,578,2,563,15,1,1,0,1,28,2,3,1,1,1,2,0,0,0,1,1,79,2,1,2.313327760483035,0.0306888514031164,2024-01-01 01:18:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
620,4,620,1,602,18,2,2,1,1,28,4,3,1,2,2,1,0,0,0,1,1,102,6,1,1.5200777731332575,0.037177370677010796,2024-01-01 01:19:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
331,2,331,0,320,10,0,1,0,1,19,3,2,0,2,0,0,0,0,0,0,2,76,2,1,1.2402645379801975,0.0723672651309726,2024-01-01 01:20:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
567,2,567,0,556,11,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0,79,0,0,0.0,0.031077858601495718,2024-01-01 01:21:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
636,7,636,5,617,19,3,5,1,4,28,5,5,3,4,5,1,0,1,0,2,2,96,2,1,1.5728582518871363,0.03385512881321186,2024-01-01 01:22:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
580,2,580,3,554,25,3,3,1,1,28,4,4,2,4,3,2,2,0,0,2,4,81,3,1,1.7236383998746525,0.03133095988516356,2024-01-01 01:23:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
602,2,602,0,589,13,1,0,0,0,28,2,5,0,0,0,0,0,1,0,0,0,91,8,1,4.642355990750962,0.03404354631322398,2024-01-01 01:24:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
701,7,701,5,657,44,7,8,4,3,28,4,4,5,2,7,1,1,0,0,5,2,141,18,3,1.477044830443485,0.045858796241703303,2024-01-01 01:25:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
645,3,645,3,631,14,1,2,1,1,28,4,3,3,1,2,1,0,0,0,1,1,118,11,1,1.1558087527611967,0.04132736220381379,2024-01-01 01:26:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
607,1,607,5,592,15,1,7,6,1,28,2,2,6,0,3,0,0,0,0,6,0,90,3,0,0.6519285392777094,0.03355966155864642,2024-01-01 01:27:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
590,0,590,6,576,13,0,10,0,9,28,2,1,3,13,0,0,0,0,0,3,9,74,0,0,0.8184304618177403,0.028324219588357298,2024-01-01 01:28:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
670,0,670,0,639,31,2,3,1,2,28,4,3,1,2,2,1,0,0,0,1,1,107,4,0,1.7980947309558442,0.03505997921760974,2024-01-01 01:29:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
585,1,585,5,571,13,0,5,4,1,28,2,1,5,0,0,0,0,0,0,4,0,71,1,1,0.16703394609207523,0.027538622863516656,2024-01-01 01:30:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
579,1,579,0,564,15,1,1,0,1,28,2,4,0,1,1,0,1,0,0,0,1,79,0,0,2.356883663634729,0.030363818285538042,2024-01-01 01:31:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
515,0,515,1,503,12,2,1,1,0,28,2,1,1,2,0,0,0,0,0,1,2,73,0,0,0.7438905671278144,0.03189288693340721,2024-01-01 01:32:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
600,7,600,0,580,20,1,2,0,2,28,3,3,0,1,0,3,0,0,0,0,1,92,11,2,2.471365887067563,0.034062310468983545,2024-01-01 01:33:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
673,9,673,0,659,14,1,1,1,0,28,2,3,1,0,1,0,0,0,0,1,0,119,17,1,2.22623672852671,0.039758383665315936,2024-01-01 01:34:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
643,2,643,2,571,72,3,3,1,2,28,3,4,2,2,1,2,1,0,0,1,2,88,3,1,2.021534375416529,0.029492944258449297,2024-01-01 01:35:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
582,2,582,0,563,18,4,2,0,2,28,4,3,0,4,2,0,0,0,0,0,4,85,0,1,1.7436557444917458,0.032753549410861005,2024-01-01 01:36:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
615,15,615,4,590,24,2,2,0,2,28,4,8,2,5,0,0,0,1,0,1,2,93,9,3,2.653887578450934,0.033463373724846035,2024-01-01 01:37:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
609,1,609,6,584,25,2,5,1,4,28,3,4,3,1,7,1,2,0,0,3,1,82,1,1,1.8067062765698545,0.029758056830812552,2024-01-01 01:38:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
684,1,684,2,643,41,8,16,0,15,28,4,4,1,11,9,2,2,0,0,1,10,106,1,1,1.7577051449850964,0.033774208284107154,2024-01-01 01:39:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
581,7,581,3,562,19,1,4,3,1,28,2,1,3,1,1,0,0,0,0,3,1,83,3,3,0.4423697407875309,0.03221870360500483,2024-01-01 01:40:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
585,1,585,0,571,14,1,2,0,2,28,2,5,0,1,0,0,2,0,0,0,1,87,0,1,3.5255194080415584,0.032629949564239404,2024-01-01 01:41:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
525,1,525,0,514,11,1,1,0,1,28,3,2,0,1,1,0,0,0,0,0,1,77,1,0,1.5583542098611216,0.03245364270421792,2024-01-01 01:42:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
670,1,670,0,653,17,1,0,0,0,28,2,5,0,0,0,0,0,1,0,0,0,119,11,0,4.826471970309811,0.0406827087452233,2024-01-01 01:43:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
590,12,590,0,573,17,1,1,0,1,28,3,4,0,1,1,0,1,0,0,0,1,91,2,0,2.336275939986589,0.03416115359329216,2024-01-01 01:44:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
651,6,651,1,578,73,10,9,1,7,28,4,5,1,1,14,3,1,1,0,1,1,95,3,5,2.1865126593781676,0.03187314517340514,2024-01-01 01:45:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
603,7,603,1,576,27,2,4,1,3,28,4,3,1,1,4,2,0,0,0,1,1,89,0,1,1.8623566495591624,0.03171650636160078,2024-01-01 01:46:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
600,4,600,0,585,15,1,7,0,7,28,4,2,0,6,2,0,0,0,0,0,6,81,1,1,1.2546678292407676,0.029834615304074618,2024-01-01 01:47:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
670,15,670,2,647,22,4,2,1,1,28,3,4,1,3,7,2,0,2,0,1,2,153,17,6,2.0906944147763222,0.05091830264354566,2024-01-01 01:48:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
575,1,575,1,564,11,0,1,1,0,28,2,3,1,0,0,2,0,0,0,1,0,75,2,0,2.0188588223067825,0.028935944901420072,2024-01-01 01:49:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
606,3,606,0,579,27,2,2,0,2,28,4,4,0,1,1,2,1,0,0,0,1,81,0,0,2.515383466496432,0.029358445572082628,2024-01-01 01:50:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
734,6,734,0,685,49,3,2,0,2,28,3,6,0,2,4,1,1,0,0,0,1,159,13,2,2.6090180407970682,0.04748149487018269,2024-01-01 01:51:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
701,3,701,2,671,30,8,3,2,1,28,3,5,2,0,3,7,0,1,0,2,0,118,13,1,2.3512339572048067,0.037176016385964586,2024-01-01 01:52:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
576,10,576,0,559,17,1,2,0,2,28,3,4,0,1,2,0,1,0,0,0,1,81,4,2,2.1118748437429633,0.03152157623168196,2024-01-01 01:53:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
595,0,595,1,575,20,2,4,1,3,28,2,2,1,5,2,0,0,0,0,1,5,78,4,0,1.171758452465971,0.029469857289041612,2024-01-01 01:54:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
535,0,535,0,520,15,1,1,1,0,28,2,4,1,0,0,0,1,0,0,1,0,73,2,0,1.9104729540709509,0.030393024349274746,2024-01-01 01:55:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
572,1,572,0,556,16,2,1,0,1,28,2,4,0,0,1,1,0,0,0,0,0,77,0,1,3.5680682056175637,0.030241098797232902,2024-01-01 01:56:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
607,1,607,3,589,18,4,5,1,4,28,4,3,3,2,4,4,0,0,0,2,2,92,5,0,1.720392393363485,0.03448852628752359,2024-01-01 01:57:00,synthetic,likely_normal_synthetic,enhanced_kmeans_smote,True,True
