announcements,withdrawals,nlri_ann,dups,origin_0,origin_2,origin_changes,imp_wd,imp_wd_spath,imp_wd_dpath,as_path_max,unique_as_path_max,edit_distance_max,edit_distance_dict_0,edit_distance_dict_1,edit_distance_dict_2,edit_distance_dict_3,edit_distance_dict_4,edit_distance_dict_5,edit_distance_dict_6,edit_distance_unique_dict_0,edit_distance_unique_dict_1,number_rare_ases,nadas,flaps,edit_distance_avg,rare_ases_avg,timestamp,label,discovered_label,generation_method,log_transform_used,bgp_constraints_enforced
27,11,27,0,23,4,0,1,0,1,11,3,3,0,1,0,2,0,0,0,0,1,28,2,6,2.000127703523959,0.21022487995549013,2024-01-01 00:20:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
585,0,585,2,569,16,1,4,2,2,28,5,3,2,2,1,1,0,0,0,2,1,84,1,0,1.2286891908412132,0.03197926871489758,2024-01-01 00:21:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
17,4,17,0,9,8,0,0,0,0,9,2,1,0,0,1,0,0,0,0,0,0,25,2,3,1.3290268659645363,0.2983966443275201,2024-01-01 00:22:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
10,0,10,1,10,0,0,3,1,2,4,2,1,1,2,0,0,0,0,0,1,2,6,1,0,0.6523154941909364,0.16856206411426367,2024-01-01 00:23:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
113,2,113,1,101,11,3,5,1,4,28,7,5,1,6,2,1,0,1,0,1,2,63,12,1,1.6308874922273264,0.1400575943658124,2024-01-01 00:24:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
17,2,17,0,9,8,1,2,0,2,8,3,3,0,0,2,1,0,0,0,0,0,16,2,0,2.2833784933983154,0.1737421375877652,2024-01-01 00:25:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
40,5,40,1,35,5,2,3,0,3,11,3,4,0,4,2,0,0,1,0,0,3,29,9,3,1.7075296031822131,0.13655067408455676,2024-01-01 00:26:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
21,2,21,3,15,6,3,6,0,6,13,5,6,2,5,1,2,0,1,2,2,4,20,1,2,2.2058767350903836,0.1676682495555936,2024-01-01 00:27:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
111,10,111,2,87,23,17,8,1,7,13,3,6,1,11,16,2,1,3,0,1,10,41,8,4,2.0691862793961855,0.07398245185385771,2024-01-01 00:28:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
28,3,28,2,19,9,3,4,1,3,12,5,3,1,6,3,3,0,0,0,1,3,16,2,2,1.7074156762759782,0.13565249908956106,2024-01-01 00:29:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
23,1,23,3,16,7,3,6,1,5,13,5,4,2,4,3,3,0,0,1,1,3,18,2,1,1.916599207828846,0.14235659852923752,2024-01-01 00:30:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
40,1,40,3,36,4,1,9,1,8,7,4,4,2,5,2,4,1,0,0,2,5,22,2,1,1.8064366720554066,0.11656663888052368,2024-01-01 00:31:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
45,7,45,2,41,4,2,6,1,5,8,3,4,3,3,1,2,1,0,0,2,3,41,3,5,1.5231000204553393,0.1996090761619021,2024-01-01 00:32:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
112,0,112,1,105,7,1,5,0,5,28,3,4,1,2,5,0,2,0,0,1,1,63,11,1,2.018668096798514,0.137959678898161,2024-01-01 00:33:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
57,4,57,9,52,5,2,11,7,4,14,3,3,10,1,3,1,0,0,0,8,1,40,8,3,0.7079225338911461,0.15142882377399317,2024-01-01 00:34:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
114,1,114,1,89,25,5,7,0,7,11,6,9,0,5,4,5,0,0,0,0,3,89,6,1,2.4676218970301536,0.11773949958519299,2024-01-01 00:35:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
60,6,60,8,55,5,2,8,4,4,12,2,3,8,2,3,2,0,0,0,5,2,35,3,2,0.8914865585340858,0.12234452808807612,2024-01-01 00:36:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
584,0,584,2,569,15,1,3,2,2,28,5,3,2,2,1,1,0,0,0,2,1,80,1,0,1.0496838551703238,0.030830811527144345,2024-01-01 00:37:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
41,4,41,0,36,4,1,3,0,3,10,2,4,0,3,1,0,1,0,0,0,3,25,8,2,2.236742935832866,0.11999159883835664,2024-01-01 00:38:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
112,14,112,3,89,23,14,8,1,6,12,3,6,1,11,13,2,1,3,0,1,9,52,14,5,1.9870203160190776,0.092182947938659,2024-01-01 00:39:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
271,29,271,4,189,82,17,10,2,8,28,3,7,4,5,6,19,4,1,0,2,4,91,45,10,2.5728061514743086,0.06758343104484889,2024-01-01 00:40:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
30,0,30,2,17,13,2,2,1,1,9,3,3,2,3,3,1,0,0,0,1,2,20,5,0,1.5447092650256382,0.15165808363425784,2024-01-01 00:41:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
111,1,111,2,104,7,1,4,0,4,28,4,4,2,2,3,1,1,0,0,1,1,62,11,1,1.5952070827822116,0.13986952824808815,2024-01-01 00:42:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
36,9,36,0,24,12,2,3,0,2,10,4,5,1,0,6,1,2,0,1,1,0,28,7,1,2.5104792685796395,0.1685457648030646,2024-01-01 00:43:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
40,2,40,3,36,4,1,10,1,8,7,3,4,2,6,1,2,2,0,0,2,6,23,2,1,1.544498639889848,0.11811478016083526,2024-01-01 00:44:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
87,26,87,1,32,55,7,2,1,1,10,2,3,2,2,9,1,0,0,0,1,2,59,7,2,1.6754160643581986,0.13661971631519904,2024-01-01 00:45:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
38,4,38,1,25,13,2,3,2,1,10,4,4,1,0,3,2,1,0,0,1,0,20,1,1,2.282292029187945,0.09311776397272267,2024-01-01 00:46:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
25,1,25,7,21,4,3,10,7,3,11,5,9,7,4,3,0,0,0,0,7,2,7,2,0,1.7305351631297892,0.06423516466304889,2024-01-01 00:47:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
19,0,19,1,14,5,0,4,1,3,7,2,2,1,0,3,0,0,0,0,1,0,7,0,0,1.562090078974237,0.07342832576129996,2024-01-01 00:48:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
142,4,142,7,115,27,9,6,6,0,26,2,2,7,4,6,1,0,0,0,6,4,77,12,2,1.0233811091621914,0.12317237110752843,2024-01-01 00:49:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
107,2,107,2,102,5,1,2,0,2,28,4,4,2,2,1,1,1,0,0,1,1,64,11,1,1.633533421432231,0.15503024623697387,2024-01-01 00:50:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
98,0,98,0,93,5,1,0,0,0,28,2,2,0,0,2,0,0,0,0,0,0,68,10,0,2.0,0.17858393268787223,2024-01-01 00:51:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
40,4,40,1,35,5,2,4,0,4,11,3,5,0,5,2,0,0,1,0,0,4,29,8,3,1.7621021967527744,0.14149238200069966,2024-01-01 00:52:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
13,1,13,2,8,5,2,3,1,2,7,4,2,3,2,1,0,0,0,0,1,1,6,4,0,0.7572122658040322,0.11680273914902158,2024-01-01 00:53:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
31,11,31,0,27,4,1,8,0,8,11,3,2,0,8,4,0,0,0,0,0,6,20,2,2,1.3423699906071982,0.12359095609048815,2024-01-01 00:54:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
114,1,114,1,89,25,5,7,0,7,11,6,9,0,5,4,5,0,0,0,0,3,87,6,1,2.3784194055242613,0.11684376119733193,2024-01-01 00:55:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
18,0,18,0,9,9,1,2,0,2,8,3,3,0,0,2,1,0,0,0,0,0,20,1,0,2.1744573824903237,0.22014708213905623,2024-01-01 00:56:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
10,1,10,0,4,5,1,0,0,0,7,2,2,0,0,1,0,0,0,0,0,0,15,1,1,2.0,0.3139948549078829,2024-01-01 00:57:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
69,5,69,1,58,11,6,4,2,2,11,4,3,2,5,3,1,0,0,0,2,5,36,5,0,1.25,0.10335275706754911,2024-01-01 00:58:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
43,9,43,2,22,22,5,3,2,1,10,3,3,2,2,5,2,0,0,0,2,1,28,3,7,1.6918735865814494,0.11664472057381384,2024-01-01 00:59:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
13,3,13,1,13,0,0,2,1,1,6,2,1,1,1,0,0,0,0,0,1,1,15,2,1,0.515393451115076,0.27238915170082956,2024-01-01 01:00:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
38,3,38,5,22,16,5,8,0,8,8,5,3,4,6,8,2,1,0,0,4,4,10,3,2,1.4417673752191227,0.059037165586476766,2024-01-01 01:01:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
48,4,48,2,38,10,2,9,1,8,9,4,5,2,4,6,4,0,0,1,1,4,40,12,0,2.0164266951261496,0.18531991218950422,2024-01-01 01:02:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
112,7,112,2,87,24,17,7,1,6,14,3,5,1,9,16,1,1,2,0,1,8,37,3,3,1.910594038252906,0.06368216283806327,2024-01-01 01:03:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
114,6,114,1,98,15,3,4,0,4,10,3,5,1,1,5,2,1,0,0,1,1,72,9,3,2.274862982538096,0.13360368516599624,2024-01-01 01:04:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
20,5,20,0,11,8,2,0,0,0,7,2,2,0,0,2,0,0,0,0,0,0,26,4,1,1.6074108480332345,0.2762439498367103,2024-01-01 01:05:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
31,3,31,1,20,11,3,5,1,4,12,5,3,0,6,4,3,0,0,0,0,3,14,2,2,1.7660358589688068,0.11673359520037752,2024-01-01 01:06:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
21,0,21,0,14,6,0,3,0,3,6,2,2,0,0,4,0,0,0,0,0,0,5,3,0,1.897662677004094,0.054540562269938385,2024-01-01 01:07:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
125,6,125,1,98,27,3,6,1,5,16,4,6,1,3,5,4,1,1,0,1,2,65,2,2,2.4213066683257254,0.08287416390408381,2024-01-01 01:08:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
21,0,21,0,14,6,1,3,0,3,6,2,2,0,0,4,0,0,0,0,0,0,5,3,0,1.972891023277697,0.06642394248807133,2024-01-01 01:09:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
13,3,13,1,13,0,0,2,1,1,6,2,1,1,1,0,0,0,0,0,1,1,17,1,1,0.5182919612558307,0.30021397159195035,2024-01-01 01:10:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
41,3,41,3,36,5,0,11,2,9,8,3,4,3,7,0,1,1,0,0,3,7,27,5,0,1.24514808741549,0.13672239329328817,2024-01-01 01:11:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
34,11,34,0,23,10,2,2,0,2,8,3,3,0,1,2,1,0,0,0,0,1,32,1,2,2.076522601532922,0.18402780963167373,2024-01-01 01:12:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
7,2,7,0,3,4,1,1,0,1,8,3,3,0,1,1,1,0,0,0,0,1,5,3,1,1.9229678405855628,0.14390716502149192,2024-01-01 01:13:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
20,5,20,0,11,8,2,0,0,0,7,2,2,0,0,2,0,0,0,0,0,0,26,5,1,1.8068873930818554,0.27793387820792703,2024-01-01 01:14:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
24,2,24,3,18,6,4,3,0,3,13,4,3,2,5,2,4,0,0,0,2,4,21,1,1,1.682733255009366,0.16561824496143857,2024-01-01 01:15:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
65,4,65,0,55,10,7,6,1,5,10,3,2,1,7,5,0,0,0,0,1,7,23,10,1,1.3426659434259036,0.07728829273535003,2024-01-01 01:16:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
19,2,19,0,10,9,2,4,0,4,9,5,7,0,1,3,2,1,1,1,0,1,19,2,0,3.362720571295344,0.17349729557795365,2024-01-01 01:17:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
24,4,24,3,14,10,0,3,1,2,8,3,2,2,2,2,0,0,0,0,2,2,19,1,1,0.861233705512154,0.18336241427579025,2024-01-01 01:18:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
41,0,41,4,36,4,1,10,1,9,6,5,3,3,5,2,5,1,0,0,2,5,24,6,0,1.7201163861984647,0.13234568159676804,2024-01-01 01:19:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
35,1,35,4,27,8,1,8,1,7,8,4,4,2,2,12,2,1,0,0,2,2,19,1,1,1.8441067161973743,0.10445987405851105,2024-01-01 01:20:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
17,5,17,1,10,7,0,1,1,0,9,1,0,1,0,0,0,0,0,0,1,0,29,0,5,0.0,0.26374866188988466,2024-01-01 01:21:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
23,10,23,0,19,4,1,1,0,1,6,3,3,0,1,0,1,0,0,0,0,1,17,1,3,1.999736726213115,0.1808503863537775,2024-01-01 01:22:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
311,31,311,0,188,123,2,1,0,1,28,2,5,0,2,6,0,2,1,0,0,2,130,23,3,2.416108758407763,0.07300613405721236,2024-01-01 01:23:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
39,4,39,6,23,16,6,11,0,11,7,5,4,2,5,14,3,2,0,0,2,5,16,1,2,1.901931302753536,0.09129042145418127,2024-01-01 01:24:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
289,36,289,1,184,105,7,4,1,3,28,2,6,1,2,7,6,3,1,0,1,1,126,35,4,2.657631260751928,0.07523185633155748,2024-01-01 01:25:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
142,26,142,7,112,30,3,8,7,1,20,3,3,6,2,5,4,0,0,0,6,2,79,3,1,1.3586304287722937,0.08686349040210961,2024-01-01 01:26:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
42,9,42,1,23,19,4,3,0,3,10,3,5,0,3,8,1,0,1,0,0,3,25,1,5,2.0,0.10998715647637726,2024-01-01 01:27:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
607,1,607,2,586,21,2,4,0,4,28,5,6,1,3,2,2,0,1,0,1,2,99,5,1,2.36725536867478,0.036957936672245846,2024-01-01 01:28:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
37,3,37,0,25,12,3,4,1,3,12,3,4,1,0,3,0,2,0,0,1,0,39,3,1,2.265530312132548,0.1846623532268659,2024-01-01 01:29:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
9,3,9,0,5,4,0,1,0,1,13,2,2,0,0,1,0,0,0,0,0,0,18,1,1,2.069277532717106,0.38583800466483387,2024-01-01 01:30:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
66,4,66,1,57,9,5,7,1,6,10,4,3,0,6,6,1,0,0,0,0,6,14,4,3,1.559111320583796,0.04196939117671754,2024-01-01 01:31:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
129,17,129,0,91,38,27,4,0,4,15,4,8,0,15,9,10,3,1,0,0,15,68,12,5,2.198017104445619,0.10516573120667522,2024-01-01 01:32:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
60,7,60,7,54,6,3,8,3,5,13,3,4,6,3,4,2,1,0,0,4,3,37,3,3,1.1096289251969038,0.12001197723770173,2024-01-01 01:33:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
11,1,11,2,11,0,0,2,0,2,5,2,1,2,3,0,0,0,0,0,1,2,10,0,0,0.623323884356869,0.27141832694468637,2024-01-01 01:34:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
39,2,39,3,22,17,9,8,1,7,8,4,3,2,8,12,0,2,0,0,2,7,6,1,1,1.597938884426745,0.027654452446195025,2024-01-01 01:35:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
25,1,25,8,21,4,3,10,7,3,11,5,9,7,4,3,0,0,0,0,7,2,6,2,0,1.7089006846469819,0.054489042284261095,2024-01-01 01:36:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
106,1,106,3,100,6,2,3,0,3,28,4,4,2,3,2,1,1,0,0,1,1,62,13,1,1.4159440637161531,0.15136493294855255,2024-01-01 01:37:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
39,1,39,2,27,12,2,14,2,12,11,2,3,0,1,16,1,0,0,0,0,1,18,1,1,1.9966267543511595,0.0783990541010883,2024-01-01 01:38:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
8,1,8,0,4,4,1,1,0,1,8,2,3,0,1,0,1,0,0,0,0,1,13,0,1,2.0,0.35846359095348057,2024-01-01 01:39:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
18,4,18,0,9,9,1,2,0,2,8,3,3,0,3,1,2,0,0,0,0,3,16,3,0,1.8672193923211622,0.15280187630326938,2024-01-01 01:40:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
19,1,19,0,15,4,3,2,0,2,7,2,2,0,1,3,0,0,0,0,0,1,18,0,1,1.8384019553047188,0.1845897609767898,2024-01-01 01:41:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
25,0,25,3,18,7,3,5,1,4,13,5,3,2,4,3,3,0,0,0,1,3,18,2,0,1.6519193974927218,0.13726442124531604,2024-01-01 01:42:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
119,25,119,3,103,16,2,6,1,5,11,7,4,2,6,4,0,1,0,0,1,3,64,1,8,1.404329052531517,0.10548090248518335,2024-01-01 01:43:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
24,2,24,5,19,5,4,9,6,3,11,4,8,6,3,3,0,0,0,0,6,2,11,2,0,1.635860164012379,0.1206738327451895,2024-01-01 01:44:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
114,1,114,1,90,24,5,2,0,2,10,6,4,1,2,2,4,2,0,0,1,2,58,5,0,2.382146598228225,0.09096699957995032,2024-01-01 01:45:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
607,1,607,2,584,23,3,5,1,4,28,4,6,1,2,2,3,0,1,0,1,1,92,5,1,2.20744419934278,0.034414994637286096,2024-01-01 01:46:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
57,4,57,8,51,6,3,11,6,5,15,3,3,9,1,4,1,0,0,0,9,1,43,11,4,0.7592287772301831,0.15757262009809603,2024-01-01 01:47:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
32,8,32,0,23,9,4,8,1,7,7,4,2,1,10,7,0,0,0,0,1,8,7,2,4,1.357527035477376,0.0450652271597878,2024-01-01 01:48:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
101,0,101,0,95,6,2,1,0,1,28,3,3,0,1,1,1,0,0,0,0,1,74,10,0,1.9914087275408152,0.18376898401344335,2024-01-01 01:49:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
8,2,8,0,3,4,1,1,0,1,8,3,3,0,1,1,1,0,0,0,0,1,8,2,1,2.0,0.2157316476565395,2024-01-01 01:50:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
18,4,18,0,10,8,0,0,0,0,8,2,1,0,0,2,0,0,0,0,0,0,21,2,2,1.115984629786905,0.2576629659914498,2024-01-01 01:51:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
32,1,32,1,21,10,2,7,1,6,12,3,2,1,3,7,0,0,0,0,1,3,18,4,0,1.5595839150105735,0.11208704271267717,2024-01-01 01:52:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
21,0,21,0,14,6,0,3,0,3,6,2,2,0,0,4,0,0,0,0,0,0,5,4,0,1.9387820632151058,0.07261186061353601,2024-01-01 01:53:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
24,4,24,3,14,10,0,3,1,2,8,3,2,2,2,2,0,0,0,0,2,2,18,1,1,0.885967316689409,0.17549373111204586,2024-01-01 01:54:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
64,6,64,1,54,9,7,7,1,6,11,3,3,1,7,4,1,0,0,0,1,6,32,11,2,1.3877570393204763,0.0988235834825819,2024-01-01 01:55:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
22,2,22,0,19,2,1,1,0,1,8,2,4,0,0,1,0,1,0,0,0,0,25,0,3,2.963109260673147,0.1983898685788047,2024-01-01 01:56:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
39,4,39,5,23,16,5,12,0,11,8,4,4,2,5,14,3,2,0,0,2,4,16,1,2,1.9149811544823874,0.08955659888879093,2024-01-01 01:57:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
9,1,9,0,6,3,0,1,0,1,14,2,3,0,0,1,1,0,0,0,0,0,19,2,0,2.3151486389953573,0.36643754700358694,2024-01-01 01:58:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
113,0,113,1,106,7,0,7,0,7,28,3,4,1,1,5,0,2,0,0,1,1,66,12,0,2.083289683609139,0.14098411235552125,2024-01-01 01:59:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
