announcements,withdrawals,nlri_ann,dups,origin_0,origin_2,origin_changes,imp_wd,imp_wd_spath,imp_wd_dpath,as_path_max,unique_as_path_max,edit_distance_max,edit_distance_dict_0,edit_distance_dict_1,edit_distance_dict_2,edit_distance_dict_3,edit_distance_dict_4,edit_distance_dict_5,edit_distance_dict_6,edit_distance_unique_dict_0,edit_distance_unique_dict_1,number_rare_ases,nadas,flaps,edit_distance_avg,rare_ases_avg,timestamp,label,discovered_label,generation_method,log_transform_used,bgp_constraints_enforced
7,2,7,0,1,6,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,12,5,1,0.0,0.34048623617980484,2024-01-01 00:46:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
4,2,4,0,0,4,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,8,4,0,0.33378685474593406,0.38798186178461114,2024-01-01 00:47:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
7,2,7,0,1,6,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,15,4,1,0.0,0.36605862754561524,2024-01-01 00:48:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
5,3,5,0,1,4,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,9,6,0,0.0,0.39351396187326004,2024-01-01 00:49:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
5,3,5,0,0,5,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,8,7,0,0.0,0.33949341887546974,2024-01-01 00:50:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
5,2,5,0,2,3,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,13,2,0,0.0,0.5704074374246604,2024-01-01 00:51:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
5,2,5,0,2,3,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,12,3,0,0.0,0.5416951408047854,2024-01-01 00:52:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
3,0,3,0,0,3,0,1,0,1,8,2,1,0,1,0,0,0,0,0,0,1,10,0,0,0.8789489025953954,0.5819337441925926,2024-01-01 00:53:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
5,2,5,0,2,3,1,0,0,0,6,2,1,0,1,0,0,0,0,0,0,1,14,2,1,0.9619247578160507,0.6223849635338647,2024-01-01 00:54:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
6,2,6,0,1,5,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,12,2,1,0.0,0.3761307014370947,2024-01-01 00:55:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
5,3,5,0,0,5,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,7,9,0,0.0,0.29482534846991476,2024-01-01 00:56:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
7,2,7,0,1,6,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,13,5,1,0.0,0.3470671328842866,2024-01-01 00:57:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
5,2,5,0,2,3,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,13,2,0,0.0,0.603857467023966,2024-01-01 00:58:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
8,2,8,0,1,7,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,17,3,1,0.0,0.3842468960340241,2024-01-01 00:59:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
34,15,34,0,25,9,1,2,0,2,8,4,3,0,1,1,2,0,0,0,0,1,24,3,1,2.312669350243683,0.1242545173863359,2024-01-01 01:00:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
35,12,35,0,25,10,1,2,0,2,8,4,3,0,1,0,3,0,0,0,0,1,20,3,0,2.5,0.09048519490651606,2024-01-01 01:01:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
31,1,31,1,22,9,1,4,1,3,7,4,3,2,2,1,1,0,0,0,1,1,19,3,0,1.3627559176037052,0.1284798814148311,2024-01-01 01:02:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
34,15,34,0,25,9,1,2,0,2,8,4,3,0,1,1,2,0,0,0,0,1,23,3,1,2.3412666281837224,0.11934671847605795,2024-01-01 01:03:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
34,16,34,0,24,10,2,2,0,2,7,3,3,0,1,1,2,0,0,0,0,1,25,2,1,2.2008990521030705,0.14343627827162347,2024-01-01 01:04:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
36,9,36,1,25,11,1,2,1,1,8,4,3,0,1,1,3,0,0,0,0,1,20,2,0,2.5,0.08838704896513433,2024-01-01 01:05:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
34,15,34,0,25,9,1,2,0,2,8,4,3,0,1,1,2,0,0,0,0,1,24,2,1,2.2988368716206695,0.1266284154774343,2024-01-01 01:06:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
34,16,34,0,24,10,2,2,0,2,7,3,3,0,1,1,2,0,0,0,0,1,27,2,1,2.133767760411274,0.15495719578347034,2024-01-01 01:07:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
36,10,36,1,25,10,1,2,1,1,8,4,3,0,1,1,3,0,0,0,0,1,20,2,0,2.5,0.08865807159562344,2024-01-01 01:08:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
36,6,36,1,24,12,2,3,1,1,8,4,4,1,0,1,4,1,0,0,1,0,19,1,1,2.5,0.08549578296418774,2024-01-01 01:09:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
35,15,35,0,26,9,1,2,0,2,8,4,3,0,1,0,3,0,0,0,0,1,21,4,0,2.492835772273849,0.09227080372152849,2024-01-01 01:10:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
33,6,33,0,24,9,1,3,0,2,8,4,3,1,1,0,2,0,0,0,0,1,20,4,0,2.0671368133281653,0.10595034128702605,2024-01-01 01:11:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
33,6,33,0,24,9,1,3,0,2,8,4,3,1,1,0,2,0,0,0,0,1,20,4,0,2.0746079581951165,0.1057113775969227,2024-01-01 01:12:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
33,16,33,0,23,10,2,2,0,2,7,3,3,0,1,1,2,0,0,0,0,1,27,2,1,2.1255823570516417,0.1563619558369559,2024-01-01 01:13:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
33,6,33,0,24,9,1,3,0,2,8,4,3,1,1,0,2,0,0,0,0,1,20,4,0,2.0805905119658297,0.10552002631800221,2024-01-01 01:14:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
34,16,34,0,24,10,2,2,0,2,7,3,3,0,1,1,2,0,0,0,0,1,26,2,1,2.1833364338174586,0.1464503343319408,2024-01-01 01:15:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
32,8,32,0,25,7,1,1,0,1,9,3,3,0,1,1,2,0,0,0,0,1,18,1,0,2.1557377989460678,0.10005997383693292,2024-01-01 01:16:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
36,6,36,1,24,12,2,3,1,1,8,4,4,1,0,1,4,1,0,0,1,0,19,1,1,2.5,0.08582621704592318,2024-01-01 01:17:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
36,7,36,1,25,11,2,3,1,1,8,4,4,1,0,1,4,1,0,0,1,0,19,1,1,2.5,0.08635197962302694,2024-01-01 01:18:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
36,9,36,1,25,11,1,2,1,1,8,4,3,0,1,1,3,0,0,0,0,1,20,2,0,2.5,0.0881608243483097,2024-01-01 01:19:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
33,5,33,0,24,9,1,3,0,2,8,4,3,1,1,0,2,0,0,0,0,1,20,4,0,2.0022600297549196,0.1080254175813271,2024-01-01 01:20:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
33,9,33,0,25,7,1,1,0,1,9,3,3,0,1,1,2,0,0,0,0,1,19,1,0,2.217707970812055,0.09862805715710266,2024-01-01 01:21:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
35,12,35,0,26,9,1,2,0,2,8,4,3,0,1,0,3,0,0,0,0,1,21,4,0,2.415062530020898,0.09482197814812773,2024-01-01 01:22:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
31,0,31,1,22,9,1,4,1,3,7,4,3,2,2,1,1,0,0,0,1,1,19,3,0,1.3322402105979654,0.12945592271533662,2024-01-01 01:23:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
32,7,32,0,25,7,1,1,0,1,9,3,3,0,1,1,1,0,0,0,0,1,18,0,0,2.0873424284848285,0.10164035466915666,2024-01-01 01:24:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
34,11,34,0,26,8,1,2,0,2,8,4,3,0,1,0,2,0,0,0,0,1,20,2,0,2.3268076414814054,0.09610714050492256,2024-01-01 01:25:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
33,9,33,0,25,7,1,1,0,1,9,3,3,0,1,1,2,0,0,0,0,1,19,1,0,2.2165904383071844,0.09865387947428837,2024-01-01 01:26:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
31,6,31,0,25,6,1,1,0,1,9,3,3,0,1,1,1,0,0,0,0,1,17,0,0,2.0338861509077684,0.1028755446516818,2024-01-01 01:27:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
36,11,36,1,25,10,1,2,1,1,8,4,3,0,1,1,3,0,0,0,0,1,20,2,0,2.5,0.0895148108407103,2024-01-01 01:28:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
37,5,37,0,27,10,2,3,0,3,8,4,3,0,3,1,2,0,0,0,0,2,19,1,1,1.8105772514262075,0.11244229506843727,2024-01-01 01:29:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
10,9,10,2,5,5,1,3,1,2,7,4,3,2,1,1,1,0,0,0,2,1,14,9,1,1.183453638535799,0.29783876333084636,2024-01-01 01:30:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
9,2,9,1,4,5,1,2,0,2,8,3,2,1,1,2,0,0,0,0,1,1,10,6,0,1.2261686073735485,0.25295865028100323,2024-01-01 01:31:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
13,1,13,2,8,5,1,2,0,2,7,4,2,2,2,2,0,0,0,0,1,1,11,3,0,1.0232061741105405,0.16929932078577598,2024-01-01 01:32:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
12,3,12,2,7,5,1,2,0,2,7,4,2,2,2,2,0,0,0,0,1,1,12,5,0,1.0896581431701853,0.22260249840287313,2024-01-01 01:33:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
9,2,9,1,4,5,1,2,0,2,8,3,2,1,1,2,0,0,0,0,1,1,10,6,0,1.230812641341855,0.24263857479587764,2024-01-01 01:34:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
13,1,13,2,8,5,1,2,0,2,7,4,2,2,2,2,0,0,0,0,1,1,11,3,0,1.0184721413380913,0.16550200682674893,2024-01-01 01:35:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
12,2,12,1,7,5,1,2,1,1,6,4,4,1,1,1,1,1,0,0,1,1,16,6,1,1.7722885120398422,0.31376059496314745,2024-01-01 01:36:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
12,2,12,2,7,5,2,3,1,2,7,4,2,3,2,1,0,0,0,0,1,1,7,5,0,0.8288695038803917,0.16710474673136722,2024-01-01 01:37:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
12,3,12,2,7,5,2,3,1,2,7,4,2,3,2,1,0,0,0,0,1,1,8,6,0,0.8872618548837874,0.18976219542799738,2024-01-01 01:38:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
9,1,9,1,4,5,1,2,0,2,8,3,2,1,1,2,0,0,0,0,1,1,10,6,0,1.2316494307096209,0.24077904286750906,2024-01-01 01:39:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
8,2,8,1,4,4,1,2,1,1,9,3,3,1,0,1,1,0,0,0,1,0,4,3,0,1.5750625312077549,0.11586752073131665,2024-01-01 01:40:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
9,0,9,1,4,5,1,2,0,2,8,3,2,1,1,2,0,0,0,0,1,1,8,4,0,1.2489616541648623,0.20230743518919508,2024-01-01 01:41:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
8,2,8,1,4,4,1,2,1,1,9,3,3,1,0,1,1,0,0,0,1,0,4,3,0,1.5711518318704878,0.11790328521316235,2024-01-01 01:42:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
12,2,12,2,7,5,2,3,1,2,7,4,2,3,2,1,0,0,0,0,1,1,7,5,0,0.8226470231322687,0.16469029456607992,2024-01-01 01:43:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
10,7,10,2,5,5,1,3,1,2,7,4,3,2,1,1,1,0,0,0,2,1,13,9,1,1.2067772441805757,0.29605056848760947,2024-01-01 01:44:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
12,2,12,1,7,5,1,2,1,1,5,4,4,1,1,1,1,1,0,0,1,1,16,6,1,1.8536643099533545,0.3141373347683026,2024-01-01 01:45:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
12,2,12,2,7,5,1,2,0,2,7,4,2,2,2,2,0,0,0,0,1,1,12,4,0,1.0528011265202593,0.19303834653908172,2024-01-01 01:46:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
8,2,8,1,4,4,1,2,1,1,9,3,3,1,0,1,1,0,0,0,1,0,4,3,0,1.559535024520576,0.12395056263232646,2024-01-01 01:47:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
11,6,11,2,6,5,1,3,1,2,7,4,3,2,1,1,1,0,0,0,2,1,13,8,1,1.1537807043513375,0.27403718598653715,2024-01-01 01:48:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
13,1,13,2,8,5,1,2,0,2,7,4,2,2,2,2,0,0,0,0,1,1,11,3,0,1.0193112606918144,0.16617509038749803,2024-01-01 01:49:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
10,8,10,2,5,5,1,3,1,2,7,4,3,2,1,1,1,0,0,0,2,1,13,9,1,1.204864068417343,0.300302070183682,2024-01-01 01:50:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
11,6,11,2,6,5,1,3,1,2,7,4,3,2,1,1,1,0,0,0,2,1,13,8,1,1.1492775888616107,0.27042509791486885,2024-01-01 01:51:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
12,3,12,1,7,5,1,2,1,1,6,4,4,1,1,1,1,1,0,0,1,1,16,6,1,1.7304187506595214,0.3135667534752756,2024-01-01 01:52:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
12,2,12,2,7,5,1,2,0,2,7,4,2,2,2,2,0,0,0,0,1,1,12,5,0,1.0652571072337969,0.20302967353456775,2024-01-01 01:53:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
10,4,10,2,5,5,1,3,1,2,7,4,3,2,1,1,1,0,0,0,2,1,12,8,1,1.2156662283150412,0.2762972704110195,2024-01-01 01:54:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
12,2,12,1,7,5,1,2,1,1,6,4,4,1,1,1,1,1,0,0,1,1,16,6,1,1.7612158216894518,0.31370933250782157,2024-01-01 01:55:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
11,5,11,2,6,5,1,3,1,2,7,4,3,2,1,1,1,0,0,0,2,1,10,7,1,0.9931037132507349,0.23083104151308895,2024-01-01 01:56:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
10,10,10,2,5,5,1,3,1,2,7,4,3,2,1,1,1,0,0,0,2,1,14,10,1,1.1999648968284153,0.3110829537725645,2024-01-01 01:57:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
10,6,10,2,5,5,1,3,1,2,7,4,3,2,1,1,1,0,0,0,2,1,13,9,1,1.2081303066143692,0.2930437630791796,2024-01-01 01:58:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
13,1,13,2,8,5,2,3,1,2,7,4,2,3,2,1,0,0,0,0,1,1,6,4,0,0.7292702532169737,0.1284581624895722,2024-01-01 01:59:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
30,0,30,6,21,9,1,2,0,2,13,2,3,3,4,2,1,0,0,0,2,2,27,1,0,1.0668082035188258,0.1377570993697454,2024-01-01 02:00:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
32,0,32,5,22,9,0,2,0,2,14,2,3,4,4,2,1,0,0,0,2,2,31,1,0,1.0,0.14623390479588033,2024-01-01 02:01:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
30,2,30,3,20,10,1,3,0,3,12,3,3,2,2,5,2,0,0,0,1,1,20,2,0,1.613980545339875,0.11986322539895285,2024-01-01 02:02:00,synthetic,likely_normal_synthetic,enhanced_adasyn,True,True
