timestamp,announcements,withdrawals,nlri_ann,dups,origin_0,origin_2,origin_changes,imp_wd,imp_wd_spath,imp_wd_dpath,as_path_max,unique_as_path_max,edit_distance_max,edit_distance_dict_0,edit_distance_dict_1,edit_distance_dict_2,edit_distance_dict_3,edit_distance_dict_4,edit_distance_dict_5,edit_distance_dict_6,edit_distance_unique_dict_0,edit_distance_unique_dict_1,number_rare_ases,nadas,flaps,edit_distance_avg,rare_ases_avg,label
2024-01-01 00:10:00,66,2,37,0,0,0,0,18,15,3,16,4,11,0,1,1,0,0,0,0,0,1,11,0,0,6.310268427347578,0.03922006742452764,synthetic_anomaly
2024-01-01 00:11:00,528,43,517,1,0,0,0,5,1,4,16,5,6,0,0,2,0,0,0,2,0,0,32,42,0,4.051515593251115,0.01368137409186296,synthetic_anomaly
2024-01-01 00:12:00,94,18,58,0,0,0,0,35,0,35,11,2,8,0,0,6,25,2,0,0,0,0,21,0,0,3.13792342563968,0.03863940215388191,synthetic_anomaly
2024-01-01 00:13:00,124,0,70,0,0,0,0,19,5,14,10,5,5,0,4,3,1,2,4,1,0,4,22,0,0,3.0104616201305285,0.025871125698391416,synthetic_anomaly
2024-01-01 00:14:00,58,3,30,1,0,0,0,13,10,3,10,4,8,0,1,0,1,0,0,0,0,1,18,2,0,4.359655418757284,0.06888924041826552,synthetic_anomaly
2024-01-01 00:15:00,58,9,28,0,0,0,0,20,1,19,10,2,7,0,0,0,17,1,0,0,0,0,9,7,1,3.302288669846334,0.02510892521333829,synthetic_anomaly
2024-01-01 00:16:00,42,16,22,4,0,0,0,15,3,12,9,5,2,0,11,1,0,0,0,0,0,5,24,2,1,1.0717910316432187,0.12103155198749081,synthetic_anomaly
2024-01-01 00:17:00,120,0,83,3,0,0,0,30,3,27,12,6,2,0,6,22,0,0,0,0,0,3,27,0,0,1.7931004815343476,0.0392614907397541,synthetic_anomaly
2024-01-01 00:18:00,262,12,190,0,0,0,0,48,8,40,9,5,2,0,8,32,0,0,0,0,0,6,41,0,0,1.8257873106371583,0.038256846500323655,synthetic_anomaly
2024-01-01 00:19:00,1013,18,802,0,0,0,0,3,0,3,17,5,2,0,1,1,1,0,0,0,0,1,134,1,0,1.6275064716224483,0.030496933890716484,synthetic_anomaly
2024-01-01 00:20:00,59,3,34,0,0,0,0,16,10,6,15,4,13,0,4,1,0,0,0,0,0,4,35,3,0,3.136505336806062,0.1004221814540393,synthetic_anomaly
2024-01-01 00:21:00,209,9,116,0,0,0,0,38,3,35,10,5,7,0,20,13,2,0,0,0,0,18,18,0,0,1.601782484759638,0.017176349599734048,synthetic_anomaly
2024-01-01 00:22:00,355,130,244,0,0,0,0,30,0,30,28,5,8,0,24,5,0,0,0,0,0,24,64,3,0,1.4209716393335934,0.030701264015030857,synthetic_anomaly
2024-01-01 00:23:00,42,5,34,0,0,0,0,5,0,5,8,3,5,0,0,0,0,0,5,0,0,0,18,4,0,5.086773282058995,0.08343085006102169,synthetic_anomaly
2024-01-01 00:24:00,103,3,49,0,0,0,0,25,1,24,9,3,3,0,2,2,20,0,0,0,0,2,21,1,0,2.8247766247031,0.037621275866530544,synthetic_anomaly
2024-01-01 00:25:00,185,1,129,0,0,0,0,20,8,12,9,5,4,0,6,3,1,1,2,0,0,4,31,0,0,2.149696387312682,0.029284085323482582,synthetic_anomaly
2024-01-01 00:26:00,111,4,56,0,0,0,0,25,1,24,9,3,3,0,2,3,20,0,0,0,0,2,24,1,0,2.783654815420793,0.04060981256476451,synthetic_anomaly
2024-01-01 00:27:00,59,4,31,0,0,0,0,15,11,4,15,4,13,0,2,1,0,0,0,0,0,2,41,1,0,4.832665150985387,0.12842146678367752,synthetic_anomaly
2024-01-01 00:28:00,58,8,28,0,0,0,0,20,1,19,10,2,7,0,0,0,17,1,0,0,0,0,9,7,1,3.28862985495253,0.025888991437475327,synthetic_anomaly
2024-01-01 00:29:00,111,1,56,0,0,0,0,13,6,7,14,5,12,0,2,3,2,0,0,0,0,2,13,1,0,3.3511789767472253,0.030265268952579368,synthetic_anomaly
2024-01-01 00:30:00,65,5,27,0,0,0,0,20,0,19,10,2,6,0,0,0,18,1,0,0,0,0,9,5,1,3.239638756455398,0.020629139412031303,synthetic_anomaly
2024-01-01 00:31:00,251,97,247,0,0,0,0,1,1,0,15,2,0,0,0,0,0,0,0,0,0,0,25,0,1,0.0,0.024246772915438627,synthetic_anomaly
2024-01-01 00:32:00,87,10,51,0,0,0,0,35,0,35,11,2,7,0,0,5,27,2,0,0,0,0,15,0,0,3.140971160599002,0.03158741117827074,synthetic_anomaly
2024-01-01 00:33:00,842,25,660,0,0,0,0,2,0,2,17,5,2,0,1,1,0,0,0,0,0,1,93,2,0,1.809480684030901,0.025365974756902603,synthetic_anomaly
2024-01-01 00:34:00,190,6,139,0,0,0,0,8,1,7,16,5,13,0,3,2,0,0,0,0,0,3,22,0,0,3.20321954731152,0.024566532124928195,synthetic_anomaly
2024-01-01 00:35:00,87,0,42,0,0,0,0,14,0,14,14,5,12,0,7,3,0,0,0,0,0,7,23,0,0,2.9529180362178797,0.051617581684703054,synthetic_anomaly
2024-01-01 00:36:00,32,1,30,0,0,0,0,2,1,1,12,2,8,0,0,0,0,0,0,0,0,0,15,0,0,7.8185893702683416,0.09952623381765058,synthetic_anomaly
2024-01-01 00:37:00,73,2,38,0,0,0,0,17,0,17,17,4,9,0,3,5,0,0,7,0,0,3,20,0,0,4.023899110373965,0.040377477339558085,synthetic_anomaly
2024-01-01 00:38:00,58,0,18,0,0,0,0,22,3,19,9,6,2,0,5,14,0,0,0,0,0,4,10,0,0,1.7451866578451127,0.037220933994372825,synthetic_anomaly
2024-01-01 00:39:00,57,4,28,0,0,0,0,15,12,3,15,4,13,0,1,1,0,0,0,0,0,1,40,1,0,5.114315793971483,0.13335286431625554,synthetic_anomaly
2024-01-01 00:40:00,100,3,32,0,0,0,0,30,2,28,7,5,4,0,9,1,0,18,0,0,0,8,12,0,0,2.9082882136474044,0.024438779545043334,synthetic_anomaly
2024-01-01 00:41:00,1779,3,1771,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,273,0,0,0.0,0.03308219399063272,synthetic_anomaly
2024-01-01 00:42:00,98,18,61,0,0,0,0,34,0,34,11,2,8,0,1,6,24,2,0,0,0,1,23,0,0,3.1021903838811835,0.039904497379101046,synthetic_anomaly
2024-01-01 00:43:00,54,2,26,0,0,0,0,17,6,11,15,5,13,0,7,3,0,0,0,0,0,6,14,0,0,2.375712958007942,0.057423123148984234,synthetic_anomaly
2024-01-01 00:44:00,140,1,88,1,0,0,0,19,1,18,7,7,5,0,7,7,2,1,1,0,0,2,34,0,0,1.9835164927039588,0.049188034640602424,synthetic_anomaly
2024-01-01 00:45:00,146,5,80,0,0,0,0,37,6,31,15,4,13,0,3,2,13,1,7,0,0,3,24,3,0,4.641052398016466,0.029888110657021773,synthetic_anomaly
2024-01-01 00:46:00,36,13,32,0,0,0,0,4,1,3,8,2,4,0,1,0,2,0,0,0,0,1,30,9,0,3.4836700100398765,0.18488944644569827,synthetic_anomaly
2024-01-01 00:47:00,59,3,43,0,0,0,0,8,3,5,11,2,6,0,1,0,0,0,1,3,0,1,27,1,0,4.51801478209497,0.07759189546646797,synthetic_anomaly
2024-01-01 00:48:00,127,4,82,0,0,0,0,41,9,31,12,3,4,0,20,10,1,0,0,0,0,15,19,0,0,1.4391972200513028,0.024276770270155845,synthetic_anomaly
2024-01-01 00:49:00,91,1,41,0,0,0,0,24,18,6,8,4,3,0,1,1,3,0,0,0,0,1,10,0,0,2.294421943371913,0.02720226119867628,synthetic_anomaly
2024-01-01 00:50:00,92,2,65,0,0,0,0,17,7,10,17,4,13,0,3,3,2,0,0,0,0,3,21,1,0,3.8954807947904606,0.04449879425404268,synthetic_anomaly
2024-01-01 00:51:00,221,35,170,1,0,0,0,7,2,5,13,8,3,0,2,1,2,0,0,0,0,2,111,1,0,1.9278645420708704,0.11266545132621583,synthetic_anomaly
2024-01-01 00:52:00,60,4,32,0,0,0,0,10,7,3,15,4,13,0,1,0,1,0,0,0,0,1,7,0,0,6.526371747388403,0.025813801019175762,synthetic_anomaly
2024-01-01 00:53:00,617,26,201,0,0,0,0,249,0,249,7,4,2,0,172,74,0,0,2,0,0,169,11,2,0,1.3472855136445647,0.003416430973569893,synthetic_anomaly
2024-01-01 00:54:00,131,17,117,0,0,0,0,9,0,9,8,3,5,0,3,1,0,0,5,0,0,3,57,12,0,3.6254835993137697,0.10446436576112406,synthetic_anomaly
2024-01-01 00:55:00,6718,8,6704,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,819,0,0,0.0,0.026550555359389515,synthetic_anomaly
2024-01-01 00:56:00,637,81,558,0,0,0,0,2,0,2,20,4,5,0,1,0,0,0,0,0,0,1,81,1,0,3.122401849813839,0.023203167168946354,synthetic_anomaly
2024-01-01 00:57:00,17,0,16,0,0,0,0,1,0,1,13,2,11,0,0,0,0,0,0,0,0,0,28,0,0,11.014149790574809,0.26914006544503327,synthetic_anomaly
2024-01-01 00:58:00,76,6,51,0,0,0,0,11,8,3,13,4,8,0,0,1,1,0,0,0,0,0,41,0,0,4.3672146532561555,0.11805208157840456,synthetic_anomaly
2024-01-01 00:59:00,211,6,151,1,0,0,0,21,17,4,12,4,2,0,3,1,0,0,0,0,0,3,47,1,0,1.2393944425704024,0.05217560534191109,synthetic_anomaly
2024-01-01 01:00:00,743,7,631,0,0,0,0,3,0,3,25,3,4,0,0,0,1,2,0,0,0,0,152,0,0,3.436711444765511,0.03956739397543277,synthetic_anomaly
2024-01-01 01:01:00,64,2,40,0,0,0,0,12,3,9,15,4,13,0,2,5,1,0,0,0,0,2,26,0,0,3.0646490096576695,0.0945979058787994,synthetic_anomaly
2024-01-01 01:02:00,95,0,65,2,0,0,0,28,1,26,11,5,2,0,4,22,0,0,0,0,0,2,7,0,0,1.8586136788848302,0.026469087851299068,synthetic_anomaly
2024-01-01 01:03:00,45,0,23,2,0,0,0,15,6,9,10,5,7,0,8,0,0,0,0,0,0,2,22,0,0,1.7746258972572986,0.09635249525435813,synthetic_anomaly
2024-01-01 01:04:00,246,7,169,2,0,0,0,28,14,13,28,6,3,0,8,3,2,0,0,0,0,6,47,0,0,1.4829367542936622,0.04506248083352357,synthetic_anomaly
2024-01-01 01:05:00,77,0,42,0,0,0,0,26,0,26,11,3,2,0,24,2,0,0,0,0,0,22,9,0,0,1.0866947870413217,0.018293324141563084,synthetic_anomaly
2024-01-01 01:06:00,82,7,44,1,0,0,0,18,7,11,8,6,4,0,9,0,1,1,0,0,0,5,21,2,0,1.4299009352905239,0.05675845571485314,synthetic_anomaly
2024-01-01 01:07:00,29,22,25,0,0,0,0,4,0,4,7,2,3,0,1,0,3,0,0,0,0,1,15,21,0,2.682724528366541,0.10559910152685713,synthetic_anomaly
2024-01-01 01:08:00,54,0,16,0,0,0,0,22,3,19,9,6,2,0,8,11,0,0,0,0,0,4,11,0,0,1.554036033443932,0.04007789019774657,synthetic_anomaly
2024-01-01 01:09:00,59,4,32,0,0,0,0,15,11,4,15,4,13,0,2,1,0,0,0,0,0,2,41,2,0,4.568144745961325,0.12399066612555101,synthetic_anomaly
2024-01-01 01:10:00,1153,121,1150,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,64,0,0,0.0,0.015285555543254153,synthetic_anomaly
2024-01-01 01:11:00,50,1,48,0,0,0,0,2,0,1,13,2,8,0,0,0,0,0,0,0,0,0,14,0,0,8.4344336666746,0.03656408862685781,synthetic_anomaly
2024-01-01 01:12:00,789,0,705,0,0,0,0,1,0,1,25,2,1,0,1,0,0,0,0,0,0,1,62,0,0,0.7771994625915198,0.016547647609129506,synthetic_anomaly
2024-01-01 01:13:00,45,1,23,0,0,0,0,12,8,4,16,4,12,0,1,2,0,0,0,0,0,1,19,0,0,4.519732877968412,0.06974993316902368,synthetic_anomaly
2024-01-01 01:14:00,104,4,66,0,0,0,0,12,3,9,15,5,13,0,4,2,2,0,0,0,0,4,24,0,0,3.0266294904200404,0.041168807270117964,synthetic_anomaly
2024-01-01 01:15:00,257,4,204,0,0,0,0,21,9,11,13,4,3,0,5,4,0,0,1,0,0,5,20,0,0,1.999276566393207,0.016728070140245722,synthetic_anomaly
2024-01-01 01:16:00,40,1,16,1,0,0,0,14,4,10,8,8,3,0,4,2,3,1,0,0,0,2,13,1,0,2.0073060197948176,0.06457197907537987,synthetic_anomaly
2024-01-01 01:17:00,1342,126,1341,0,1280,62,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,216,1,0,0.0,0.036286695751627955,synthetic_anomaly
2024-01-01 01:18:00,873,111,449,0,0,0,0,291,0,291,11,3,4,0,251,29,1,0,9,0,0,250,30,0,0,1.2508056738164146,0.00505064899967793,synthetic_anomaly
2024-01-01 01:19:00,54,1,16,0,0,0,0,22,3,19,8,7,2,0,12,7,0,0,0,0,0,5,13,0,0,1.3737992075638992,0.04441801208841715,synthetic_anomaly
2024-01-01 01:20:00,45,2,31,0,0,0,0,8,3,5,11,2,6,0,1,0,0,0,1,3,0,1,24,0,0,4.589555460670313,0.08470622966916568,synthetic_anomaly
2024-01-01 01:21:00,120,6,74,0,0,0,0,20,17,3,17,4,5,0,1,1,0,0,0,1,0,1,51,0,0,3.217062179267136,0.07870046053959157,synthetic_anomaly
2024-01-01 01:22:00,676,420,676,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,27,0,0,0.0,0.007817880051049775,synthetic_anomaly
2024-01-01 01:23:00,94,1,30,0,0,0,0,22,1,21,6,4,2,0,0,21,0,0,0,0,0,0,14,1,0,2.0,0.030501059527428896,synthetic_anomaly
2024-01-01 01:24:00,67,7,63,0,0,0,0,2,0,2,15,2,6,0,0,0,0,0,0,2,0,0,40,1,0,5.866115378225291,0.11384020350463869,synthetic_anomaly
2024-01-01 01:25:00,197,25,173,0,0,0,0,10,0,10,8,3,5,0,4,1,0,0,5,0,0,4,84,15,0,2.9924708696837303,0.10884865784415913,synthetic_anomaly
2024-01-01 01:26:00,95,3,48,0,0,0,0,22,2,20,11,4,2,0,1,19,0,0,0,0,0,1,28,1,1,1.9278339514927265,0.05936138215188049,synthetic_anomaly
2024-01-01 01:27:00,16,1,13,0,13,3,1,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,8,0,1,0.0,0.068176769556617,synthetic_anomaly
2024-01-01 01:28:00,64,1,30,0,0,0,0,25,21,4,8,3,2,0,1,1,3,0,0,0,0,1,6,0,0,1.705206757714866,0.02200724491640132,synthetic_anomaly
2024-01-01 01:29:00,110,3,62,0,0,0,0,21,9,12,14,5,11,0,5,2,1,1,1,1,0,4,35,1,0,3.4222235446665152,0.058218504279946307,synthetic_anomaly
2024-01-01 01:30:00,114,0,78,1,0,0,0,14,7,7,10,5,6,0,5,1,1,1,0,0,0,2,42,0,0,1.937881282393355,0.07156097209480253,synthetic_anomaly
2024-01-01 01:31:00,48,2,32,0,0,0,0,11,2,9,15,3,12,0,2,5,0,0,0,0,0,2,26,0,0,3.693237815256384,0.1046396653723905,synthetic_anomaly
2024-01-01 01:32:00,161,0,97,1,0,0,0,24,1,23,12,4,3,0,20,3,0,0,0,0,0,18,33,0,0,1.3973522250441999,0.04084094038348539,synthetic_anomaly
2024-01-01 01:33:00,95,1,68,0,0,0,0,15,5,10,15,5,13,0,3,2,4,0,0,0,0,2,18,0,0,3.299400396948194,0.045527398145961566,synthetic_anomaly
2024-01-01 01:34:00,213,1,187,0,0,0,0,10,4,5,15,4,13,0,0,2,2,0,0,0,0,0,21,0,0,4.480849084349877,0.031976346994653695,synthetic_anomaly
2024-01-01 01:35:00,105,60,86,0,0,0,0,4,0,4,11,3,5,0,2,0,0,0,1,0,0,2,56,3,0,2.7389043565540483,0.11366431018582769,synthetic_anomaly
2024-01-01 01:36:00,450,14,325,0,0,0,0,46,9,37,13,4,3,0,4,32,1,0,0,0,0,4,26,0,0,1.9105634129608584,0.01694397471261578,synthetic_anomaly
2024-01-01 01:37:00,229,99,213,1,0,0,0,9,5,4,17,5,2,0,2,2,0,0,0,0,0,1,52,0,0,1.483232218680868,0.0396407888619972,synthetic_anomaly
2024-01-01 01:38:00,113,7,100,0,0,0,0,7,3,4,11,3,6,0,1,1,0,0,0,2,0,1,56,2,0,4.311474629801155,0.1274365473877662,synthetic_anomaly
2024-01-01 01:39:00,250,13,163,0,0,0,0,22,9,13,13,7,8,0,6,3,0,0,0,2,0,4,84,2,0,3.094989454583212,0.06759384855251728,synthetic_anomaly
2024-01-01 01:40:00,408,2,248,0,0,0,0,23,20,3,12,3,1,0,3,0,0,0,0,0,0,3,32,0,0,1.0,0.03248167685001033,synthetic_anomaly
2024-01-01 01:41:00,94,1,50,2,0,0,0,20,2,18,7,7,5,0,9,6,2,1,1,0,0,3,34,0,0,1.8559777565881126,0.07936689717294666,synthetic_anomaly
2024-01-01 01:42:00,69,2,36,13,0,0,0,22,1,21,9,3,2,0,19,1,1,0,0,0,0,14,24,0,0,1.098094709564277,0.07549678497984037,synthetic_anomaly
2024-01-01 01:43:00,254,11,167,1,0,0,0,24,11,13,18,7,7,0,7,3,1,0,0,1,0,5,80,1,0,2.6489469107639305,0.06392216744726992,synthetic_anomaly
2024-01-01 01:44:00,45,0,23,2,0,0,0,15,7,8,10,5,8,0,7,0,0,0,0,0,0,2,20,0,0,1.8935520926228735,0.09108704926120452,synthetic_anomaly
2024-01-01 01:45:00,133,28,116,0,0,0,0,4,0,4,10,3,5,0,2,0,1,0,2,0,0,2,56,8,0,2.891341380278233,0.08706397344648899,synthetic_anomaly
2024-01-01 01:46:00,17,1,15,0,8,0,0,2,1,1,12,2,5,0,0,0,0,0,1,0,0,0,22,1,0,4.850685781466058,0.18256147484896096,synthetic_anomaly
2024-01-01 01:47:00,35,1,20,0,0,0,0,14,1,12,12,3,9,0,0,0,0,0,0,0,0,0,7,0,0,7.577668689897208,0.033946540142953965,synthetic_anomaly
2024-01-01 01:48:00,125,1,35,0,0,0,0,60,5,55,10,5,5,0,12,33,8,1,0,1,0,11,19,0,0,2.0537792954717244,0.030200145234164612,synthetic_anomaly
2024-01-01 01:49:00,64,4,34,1,0,0,0,12,10,2,9,3,7,0,0,0,1,0,0,0,0,0,16,2,0,4.990102574102615,0.05416017302995664,synthetic_anomaly
2024-01-01 01:50:00,64,3,34,0,0,0,0,14,11,3,15,4,13,0,1,1,0,0,0,0,0,1,44,1,0,5.5645631853779625,0.131489184447642,synthetic_anomaly
2024-01-01 01:51:00,117,4,70,0,0,0,0,39,8,31,11,3,3,0,20,10,1,0,0,0,0,16,17,0,0,1.3660868924160896,0.024755352693937024,synthetic_anomaly
2024-01-01 01:52:00,716,0,640,0,0,0,0,28,0,28,15,3,6,0,20,4,0,0,1,0,0,19,90,0,0,1.982406557768813,0.021418751241215173,synthetic_anomaly
2024-01-01 01:53:00,10,1,7,0,0,0,0,3,2,1,18,2,13,0,0,0,0,0,0,0,0,0,16,0,0,13.178120228331927,0.20053501374219934,synthetic_anomaly
2024-01-01 01:54:00,27,1,17,0,0,0,0,8,3,5,11,2,6,0,1,0,0,0,1,3,0,1,18,0,0,4.718819356659588,0.097560826169001,synthetic_anomaly
2024-01-01 01:55:00,119,6,72,0,0,0,0,32,4,28,14,2,3,0,2,24,2,0,0,0,0,2,23,0,0,1.977806948961583,0.03920016202206099,synthetic_anomaly
2024-01-01 01:56:00,53,3,33,2,0,0,0,10,1,8,15,5,13,0,4,1,2,0,0,0,0,3,18,0,0,3.1004717563580275,0.06282235570014982,synthetic_anomaly
2024-01-01 01:57:00,55,0,34,0,0,0,0,21,21,0,8,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0.0,0.06020443281257316,synthetic_anomaly
2024-01-01 01:58:00,74,0,47,0,0,0,0,12,8,4,16,4,11,0,0,1,0,0,0,1,0,0,29,0,0,5.9456441965347135,0.07928382407582885,synthetic_anomaly
2024-01-01 01:59:00,54,1,17,0,0,0,0,22,4,18,8,7,2,0,12,6,0,0,0,0,0,5,13,0,0,1.336266030686265,0.04446582554019466,synthetic_anomaly
2024-01-01 02:00:00,74,2,44,0,0,0,0,19,9,10,16,4,13,0,4,2,1,1,1,0,0,4,21,0,0,3.835928529123158,0.04866678001596022,synthetic_anomaly
2024-01-01 02:01:00,314,17,244,0,0,0,0,46,9,37,10,5,2,0,7,30,0,0,0,0,0,5,40,0,0,1.8242042546285588,0.03475519166591561,synthetic_anomaly
2024-01-01 02:02:00,1241,3,1235,0,0,0,0,3,2,1,22,2,2,0,1,0,1,0,0,0,0,1,152,1,0,1.3136124031132763,0.021854746171910445,synthetic_anomaly
2024-01-01 02:03:00,102,1,59,0,0,0,0,15,5,9,15,5,13,0,3,2,3,0,0,0,0,2,13,0,0,3.2235077098330267,0.03390728444801626,synthetic_anomaly
2024-01-01 02:04:00,22,6,14,0,0,0,0,7,0,7,13,3,11,0,5,0,0,0,0,0,0,5,17,3,0,3.6230067210507797,0.14472581973739623,synthetic_anomaly
2024-01-01 02:05:00,88,1,38,0,0,0,0,23,1,22,7,3,2,0,0,23,0,0,0,0,0,0,4,1,0,2.0,0.019101450167054085,synthetic_anomaly
2024-01-01 02:06:00,184,2,180,0,0,0,0,2,0,2,11,2,6,0,0,0,0,0,0,2,0,0,46,0,0,5.999246091884026,0.056188564431521794,synthetic_anomaly
2024-01-01 02:07:00,85,0,53,1,0,0,0,15,7,8,10,5,7,0,6,1,0,0,0,0,0,2,34,0,0,1.9184331293823795,0.07791498557686946,synthetic_anomaly
2024-01-01 02:08:00,50,6,27,0,0,0,0,10,8,2,14,4,11,0,1,0,0,0,0,0,0,1,12,0,0,6.00690361596149,0.062290426899666775,synthetic_anomaly
2024-01-01 02:09:00,148,22,98,0,0,0,0,7,0,7,11,3,1,0,7,0,0,0,0,0,0,5,32,2,3,1.0,0.05616683100759379,synthetic_anomaly
2024-01-01 02:10:00,36,0,14,2,0,0,0,15,5,10,7,8,4,0,3,1,5,1,0,0,0,1,11,0,0,2.3247636548680024,0.06353653568846053,synthetic_anomaly
2024-01-01 02:11:00,228,15,151,0,0,0,0,14,6,8,17,6,12,0,4,3,0,0,0,0,0,4,74,2,0,2.814242854710672,0.06769747661514237,synthetic_anomaly
2024-01-01 02:12:00,26,8,16,0,0,0,0,9,0,9,15,4,13,0,8,0,0,0,0,0,0,8,16,2,0,2.9056924309539545,0.1118598205349912,synthetic_anomaly
2024-01-01 02:13:00,92,2,66,0,0,0,0,17,7,10,17,4,13,0,3,3,2,0,0,0,0,3,21,1,0,3.781926891949744,0.0446947443084772,synthetic_anomaly
2024-01-01 02:14:00,196,2,160,0,0,0,0,11,8,3,19,4,13,0,0,1,0,0,0,1,0,0,73,0,0,6.517440472660754,0.082028776768377,synthetic_anomaly
2024-01-01 02:15:00,121,1,42,0,0,0,0,67,43,24,12,4,10,0,20,1,1,0,0,0,0,20,10,0,0,1.5503692211288937,0.017524956641997238,synthetic_anomaly
2024-01-01 02:16:00,63,3,33,0,0,0,0,15,12,3,15,4,13,0,1,1,0,0,0,0,0,1,44,1,0,5.532338720420901,0.13223039543656162,synthetic_anomaly
2024-01-01 02:17:00,118,5,67,0,0,0,0,21,1,20,9,6,3,0,12,5,0,3,0,0,0,4,39,0,0,1.6661448346909202,0.060242730692369476,synthetic_anomaly
2024-01-01 02:18:00,224,7,125,0,0,0,0,45,6,39,13,5,9,0,17,12,9,0,0,0,0,14,20,0,0,1.9659317414126252,0.01779464663963663,synthetic_anomaly
2024-01-01 02:19:00,613,5,470,0,0,0,0,28,1,27,10,3,1,0,28,0,0,0,0,0,0,18,60,0,0,1.0,0.022153709307863048,synthetic_anomaly
2024-01-01 02:20:00,136,2,133,0,0,0,0,2,0,2,12,2,6,0,0,0,0,0,0,2,0,0,44,0,0,6.0,0.07201202705843461,synthetic_anomaly
2024-01-01 02:21:00,374,11,345,0,0,0,0,7,2,5,22,6,1,0,5,0,0,0,0,0,0,3,78,5,0,1.0061401626646977,0.04345114334328257,synthetic_anomaly
2024-01-01 02:22:00,447,2,361,0,0,0,0,29,0,29,11,2,1,0,28,1,0,0,0,0,0,19,35,0,0,1.0410174687328837,0.012728975353077165,synthetic_anomaly
2024-01-01 02:23:00,427,5,292,0,0,0,0,28,1,27,9,3,1,0,27,0,0,0,0,0,0,19,49,0,0,1.0,0.026299130540999267,synthetic_anomaly
2024-01-01 02:24:00,11182,1,9061,0,0,0,0,294,1,293,26,3,13,0,0,69,54,81,65,7,0,0,834,0,0,3.9188025237770727,0.01517093946689829,synthetic_anomaly
2024-01-01 02:25:00,44,6,21,0,0,0,0,10,8,2,15,4,13,0,1,0,0,0,0,0,0,1,5,0,0,6.876030157984605,0.026817910478499705,synthetic_anomaly
2024-01-01 02:26:00,325,25,206,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,38,0,0,0.0,0.03599487626121752,synthetic_anomaly
2024-01-01 02:27:00,94,1,31,0,0,0,0,22,1,21,6,4,2,0,0,21,0,0,0,0,0,0,15,1,0,2.0,0.03211787347988936,synthetic_anomaly
2024-01-01 02:28:00,211,27,193,0,0,0,0,9,0,9,9,3,5,0,4,1,0,0,4,0,0,4,89,13,0,3.078022808273516,0.1049162320360804,synthetic_anomaly
2024-01-01 02:29:00,1072,29,1042,0,0,0,0,8,0,8,18,4,1,0,7,0,0,0,0,0,0,4,81,1,0,1.027993865066255,0.01456205994805311,synthetic_anomaly
