announcements,withdrawals,nlri_ann,dups,origin_0,origin_2,origin_changes,imp_wd,imp_wd_spath,imp_wd_dpath,as_path_max,unique_as_path_max,edit_distance_avg,edit_distance_max,edit_distance_dict_0,edit_distance_dict_1,edit_distance_dict_2,edit_distance_dict_3,edit_distance_dict_4,edit_distance_dict_5,edit_distance_dict_6,edit_distance_unique_dict_0,edit_distance_unique_dict_1,number_rare_ases,rare_ases_avg,nadas,flaps,label
269,22,187,0,0,1,0,21,0,22,14,2,3.9295924663793684,3,0,12,14,0,0,0,0,0,18,16,0.04895782829956545,1,1,anomaly
176,7,54,0,0,1,0,20,0,21,15,3,3.7256954702677394,11,0,2,5,7,0,0,1,0,0,23,0.04074618107175702,3,0,anomaly
1223,7,1165,0,1,1,0,49,2,46,16,3,0.0,0,0,0,0,0,0,0,0,0,4,32,0.03174962467011476,0,0,anomaly
752,6,650,0,0,1,0,0,0,2,16,3,1.7780651332707083,5,0,15,3,1,0,1,0,0,25,149,0.021639308544529844,1,0,anomaly
2202,11,1585,0,3,1,0,11,0,12,20,3,0.9829024212778719,3,0,11,1,2,0,0,0,0,3,14,0.026697174543276338,0,0,anomaly
466,4,284,0,0,1,0,16,0,17,8,3,2.640139653641166,2,0,0,4,0,0,0,0,0,25,28,0.047423753398241314,0,0,anomaly
200,13,70,0,0,1,0,22,2,20,13,6,5.555567080540761,8,0,0,8,5,0,0,2,0,15,79,0.08480017288211905,0,0,anomaly
565,18,116,0,0,1,0,13,2,12,7,5,0.5330852271165962,4,0,0,5,0,0,0,0,0,2,16,0.10978605444972686,1,0,anomaly
224,15,145,0,0,1,0,0,0,0,17,6,2.5602126181241323,8,0,25,7,1,2,0,0,0,13,70,0.04524039200771749,0,0,anomaly
212,3,194,0,0,1,0,14,0,15,21,4,0.0,2,0,0,0,0,0,0,0,0,19,46,0.011454751684608144,25,0,anomaly
279,75,181,0,0,1,0,24,0,24,13,6,0.6950808510934892,4,0,10,0,0,0,0,0,0,22,145,0.03462857291259898,0,0,anomaly
600,8,289,0,0,1,0,2,0,5,8,4,1.4873196785286429,2,0,11,6,0,0,0,0,0,14,27,0.016236188142239916,1,0,anomaly
474,6,287,0,0,1,0,23,1,22,13,6,0.936505599169233,2,0,0,0,0,0,0,0,0,10,27,0.005908959851855394,0,0,anomaly
445,4,293,0,0,1,0,29,1,27,14,2,2.4099220195658324,3,0,0,0,3,0,0,0,0,8,12,0.007639262353970536,0,0,anomaly
709,6,709,0,0,1,0,22,0,23,12,4,3.084745769490574,12,0,23,6,1,0,0,0,0,8,98,0.1523819350620392,0,0,anomaly
335,16,246,0,0,1,0,18,0,17,21,5,1.6019065755491106,5,0,26,13,0,0,0,0,0,24,53,0.09398708470087004,2,0,anomaly
305,10,82,0,0,1,0,29,1,28,12,4,8.987690629897685,6,0,0,3,5,0,0,0,0,0,37,0.05066354930798526,1,0,anomaly
2152,20,2054,0,7,1,0,0,0,2,23,2,0.8491899266497613,2,0,10,11,0,0,0,0,0,19,4,0.09512558505027381,7,0,anomaly
266,4,136,0,0,1,0,3,0,5,14,5,7.75003922158607,9,0,4,4,3,1,0,1,0,0,119,0.019636815798923544,1,0,anomaly
275,11,67,0,0,1,0,16,0,16,14,6,1.637074845709598,4,0,4,13,0,0,0,0,0,18,31,0.02819307917964013,1,0,anomaly
197,3,195,0,0,1,0,16,0,17,21,6,3.587505167964477,8,0,19,0,9,2,1,0,0,7,240,0.1300120024238776,0,0,anomaly
508,5,0,0,0,0,0,0,0,1,9,3,0.3664746975197857,0,0,0,0,0,0,0,0,0,7,4,0.01819555541230794,9,0,anomaly
261,10,221,0,0,1,0,28,0,27,9,3,1.784834745635123,1,0,12,0,0,0,0,0,0,10,33,0.015596810113287396,1,3,anomaly
1061,7,995,0,0,1,0,24,0,24,16,5,2.6272943456311553,6,0,17,2,5,3,0,0,0,22,37,0.010809300647127408,0,1,anomaly
282,9,194,0,0,1,0,29,1,28,10,3,2.5214361531801233,8,0,7,1,2,1,0,1,0,17,90,0.02331233105004626,1,0,anomaly
241,5,176,0,0,1,0,13,0,15,15,2,0.0,1,0,16,0,0,0,0,0,0,11,30,0.08206207126186446,3,0,anomaly
799,9,690,0,0,1,0,0,0,0,14,3,0.43650639745198627,4,0,11,0,2,1,0,0,0,4,12,0.04181716453044203,3,0,anomaly
749,5,747,0,0,1,0,16,0,17,13,5,1.9143246324315353,4,0,21,5,0,0,0,0,0,2,33,0.05746652212436513,6,0,anomaly
353,15,252,0,0,1,0,22,1,21,19,5,0.47621417868019367,5,0,0,7,0,0,0,0,0,10,37,0.03425726607356899,0,0,anomaly
746,5,746,0,0,1,0,0,0,0,10,5,1.0107150981055038,2,0,0,0,0,0,0,0,0,1,75,0.015196295184019043,0,0,anomaly
231,33,164,0,0,1,0,122,9,113,17,1,1.1430311247771703,1,0,7,0,0,0,0,0,0,5,45,0.03467406513597772,0,0,anomaly
231,21,161,0,0,1,0,38,1,37,16,5,0.0,3,0,0,0,0,0,0,0,0,0,1,0.041442731986699365,0,0,anomaly
234,8,130,1,0,1,0,57,5,52,10,1,0.3355537837937872,2,0,0,6,0,0,0,0,0,9,49,0.08080004694356367,1,0,anomaly
277,14,188,0,0,1,0,5,0,7,13,6,0.35202994530010967,5,0,0,0,3,0,0,0,0,7,41,0.009730852076566255,0,0,anomaly
301,8,171,0,0,1,0,7,0,9,14,3,0.0,0,0,0,0,0,0,0,0,0,1,5,0.026583255409138643,0,0,anomaly
752,15,143,0,0,0,0,22,6,17,16,3,0.5563831383955418,2,0,3,6,0,0,0,0,0,0,19,0.023541930713717803,0,0,anomaly
262,15,122,0,0,1,0,15,1,14,14,1,0.22466899910335192,0,0,0,0,0,0,0,0,0,5,253,0.028696276488647015,3,0,anomaly
379,3,310,0,0,1,0,9,5,4,10,6,1.2177649564561661,3,0,16,0,0,0,0,0,0,5,40,0.01998435634688532,0,0,anomaly
276,4,133,0,0,1,0,26,0,26,14,2,0.5157606864371218,0,0,0,0,0,0,0,0,0,15,23,0.016141368186653134,0,0,anomaly
386,3,282,0,0,1,0,9,0,11,8,1,0.0,0,0,0,0,0,0,0,0,0,10,1,0.03363137998201437,0,1,anomaly
155,6,133,0,0,1,0,5,0,7,15,2,0.4323886131551258,1,0,4,0,0,0,0,0,0,2,52,0.028665413434363393,0,0,anomaly
1448,107,719,0,0,0,0,57,3,55,16,2,0.0,0,0,0,0,0,0,0,0,0,16,10,0.020265543997843017,5,0,anomaly
340,16,248,0,0,1,0,14,0,14,20,3,2.657514715654505,8,0,0,9,0,2,1,0,0,0,87,0.05205412468740217,4,0,anomaly
384,3,151,0,0,1,0,9,0,11,9,6,4.127908408149876,5,0,14,9,4,0,0,0,0,8,55,0.016469038886751185,0,0,anomaly
349,12,272,0,0,1,0,20,1,20,12,4,1.8490773141529364,6,0,17,2,3,1,1,0,0,8,34,0.022865890827904585,5,0,anomaly
3703,20,3212,0,14,1,0,3,0,6,18,5,5.33893117774279,8,0,19,15,1,0,0,1,0,20,51,0.019658049790119474,0,0,anomaly
291,11,88,0,0,1,0,13,0,13,13,2,0.4219447047833378,0,0,0,0,0,0,0,0,0,15,35,0.00573557443517704,2,0,anomaly
266,6,122,0,0,1,0,18,1,17,18,4,6.973174900948395,14,0,20,6,0,1,1,2,0,7,12,0.0487280874498251,0,0,anomaly
263,21,184,0,0,1,0,21,0,21,15,2,2.131267375085373,2,0,0,4,0,0,0,0,0,6,68,0.053733999366087845,1,0,anomaly
366,6,129,0,0,1,0,39,1,38,9,2,2.4847355810731635,0,0,0,0,0,0,0,0,0,11,12,0.09542081409194426,0,0,anomaly
124,5,105,0,0,1,0,15,0,16,17,3,2.9236002355904476,9,0,2,5,4,1,0,1,0,0,18,0.032985157416418706,0,0,anomaly
222,4,81,0,0,1,0,132,10,122,13,2,0.23629334636181598,1,0,1,0,0,0,0,0,0,0,29,0.09037796049793066,0,0,anomaly
183,3,117,0,0,1,0,0,0,1,27,4,1.0730771850346528,5,0,13,0,1,0,0,0,0,8,17,0.036314403602912285,0,0,anomaly
219,14,69,0,0,1,0,9,0,9,19,5,2.4161371553066857,2,0,0,0,0,0,0,0,0,22,81,0.013176774904744778,1,0,anomaly
476,7,227,0,0,1,0,42,2,41,14,7,2.952588014544615,5,0,0,0,0,0,0,0,0,7,28,0.031951072591141064,0,0,anomaly
143,15,57,0,0,1,0,1,0,3,23,4,2.260192415480285,4,0,13,6,1,0,0,0,0,13,102,0.031958783965076974,0,0,anomaly
415,13,232,0,0,1,0,26,0,26,19,9,1.1322171273757597,9,0,13,7,1,0,0,0,0,6,72,0.013674776737417462,1,0,anomaly
427,5,232,0,0,1,0,4,0,5,19,6,0.22002105428016083,5,0,10,5,0,0,0,0,0,0,36,0.0891089164873285,0,0,anomaly
1037,6,879,0,0,1,0,277,32,256,12,4,0.7447802823488647,2,0,2,0,0,0,0,0,0,12,71,0.0699457798454681,1,1,anomaly
358,10,273,0,0,1,0,24,0,24,11,2,1.4204596070473536,1,0,16,0,0,0,0,0,0,2,16,0.00609357572435473,0,0,anomaly
342,6,257,0,0,1,0,68,4,64,17,1,2.6055313013280754,0,0,0,0,0,0,0,0,0,0,96,0.09964212305573938,0,0,anomaly
206,4,167,0,0,1,0,166,13,153,13,6,1.424292134608267,5,0,8,3,2,0,0,0,0,10,48,0.013849072576934383,3,0,anomaly
268,9,217,0,0,1,0,247,21,226,8,4,4.912947169742231,1,0,0,0,0,0,0,0,0,11,31,0.048381451227776345,0,0,anomaly
186,3,123,0,0,1,0,22,0,22,28,3,1.7118762168648503,9,0,3,0,0,0,1,1,0,18,135,0.01565080351612475,0,0,anomaly
327,4,263,0,0,1,0,101,7,94,11,1,4.306185072761975,3,0,16,4,0,0,0,0,0,15,57,0.0366847405648606,21,0,anomaly
273,38,172,0,0,1,0,30,0,29,18,4,4.515410189212444,13,0,21,7,5,1,0,0,0,12,345,0.07075222375966204,0,0,anomaly
315,11,269,0,0,1,0,28,0,28,14,5,1.1813334299092344,2,0,5,0,0,0,0,0,0,15,1,0.05446612992743147,4,0,anomaly
574,28,285,0,0,1,0,63,4,59,12,7,5.279466540386144,3,0,0,0,0,0,0,0,0,0,35,0.004508735932504623,2,0,anomaly
436,4,312,0,0,1,0,15,0,16,13,3,2.043937431474825,2,0,7,5,0,0,0,0,0,4,67,0.05128631552953858,0,0,anomaly
1288,8,1220,0,2,1,0,32,1,31,19,7,1.4770269936722533,6,0,13,8,0,0,0,0,0,11,104,0.06266599683538152,1,0,anomaly
197,9,101,0,0,1,0,22,1,22,13,2,1.1446818956123697,5,0,2,0,1,1,1,0,0,16,47,0.1200593507715577,0,0,anomaly
1348,8,1146,0,1,1,0,15,0,16,13,8,0.3699786512018397,6,0,0,1,0,0,0,0,0,0,68,0.007682358141736997,0,0,anomaly
690,7,580,0,0,1,0,0,0,2,14,3,2.4471044614947295,4,0,21,8,0,1,0,0,0,0,27,0.030121760489087785,1,0,anomaly
464,5,11,0,0,0,0,23,0,24,9,1,0.0,0,0,0,0,0,0,0,0,0,0,41,0.016031001363314895,7,0,anomaly
258,7,231,0,0,1,0,21,1,20,16,4,2.2785632868042622,5,0,2,6,4,1,0,0,0,2,229,0.04783918211214951,8,0,anomaly
201,12,88,0,0,1,0,0,0,0,19,5,1.2194048544978036,3,0,0,0,0,0,0,0,0,10,45,0.02088990258128451,1,0,anomaly
712,30,276,0,0,1,0,0,0,2,14,3,2.289750564196514,3,0,8,5,3,0,0,0,0,0,28,0.0066025918125962296,0,0,anomaly
211,4,156,0,0,1,0,13,0,14,15,5,5.510674114341355,6,0,6,5,0,1,0,0,0,3,8,0.042186656483841234,0,0,anomaly
226,8,122,1,0,1,0,35,3,32,10,6,6.1494131041831395,7,0,17,0,0,2,2,0,0,11,63,0.03079981704747016,0,0,anomaly
375,10,154,0,0,1,0,54,3,51,10,3,4.021685387120556,7,0,9,3,6,3,1,0,0,6,36,0.09832115471815514,0,0,anomaly
222,3,139,0,0,1,0,21,0,22,34,4,8.705270650072988,8,0,0,0,7,2,2,0,0,0,124,0.0620035141112276,0,0,anomaly
324,11,274,0,0,1,0,20,0,21,14,3,1.888026793617891,2,0,0,2,0,0,0,0,0,12,29,0.08948550620218644,41,0,anomaly
1317,7,1241,0,2,1,0,22,0,22,20,6,1.8405827906039902,7,0,19,11,4,0,0,0,0,16,27,0.01159482238781628,0,0,anomaly
569,21,530,0,0,1,0,19,0,20,16,2,4.086389963092826,11,0,15,4,7,0,1,0,0,0,21,0.085695467524771,47,0,anomaly
470,4,251,0,0,1,0,11,0,13,12,4,0.0,1,0,19,0,0,0,0,0,0,4,38,0.14501447778500315,1,0,anomaly
2407,25,2223,0,8,1,0,0,0,1,19,2,2.183968242095723,3,0,2,6,8,0,0,0,0,0,29,0.035372752387343304,0,0,anomaly
249,16,190,0,0,1,0,9,0,10,12,4,1.386961655708543,0,0,0,0,0,0,0,0,0,27,61,0.06587396859587619,0,0,anomaly
221,17,96,0,0,1,0,26,1,25,19,4,1.595517266169219,2,0,0,0,0,0,0,0,0,6,23,0.07949167258664577,0,0,anomaly
1020,12,919,0,0,1,0,7,0,9,14,8,1.4643330925462994,6,0,17,3,0,0,0,0,0,3,191,0.0,0,0,anomaly
558,31,165,0,0,1,0,31,1,31,7,5,6.048064516171059,5,0,0,6,3,0,0,0,0,10,59,0.14631269849121784,1,0,anomaly
486,6,280,0,0,1,0,0,0,0,13,3,4.08559518868816,12,0,1,7,1,1,0,1,0,0,74,0.013167676260400935,0,0,anomaly
516,9,508,0,0,1,0,15,0,16,12,2,0.6666779229922435,0,0,0,0,0,0,0,0,0,10,17,0.03869800551368193,3,0,anomaly
307,9,234,0,0,1,0,0,0,1,9,4,6.452530602842723,11,0,16,7,3,0,1,1,0,8,5,0.028596065963253477,6,0,anomaly
238,17,195,0,0,1,0,11,0,12,13,7,5.4288821107409975,15,0,3,0,1,1,1,0,0,15,1,0.05477845144834677,0,0,anomaly
239,7,178,0,0,1,0,7,0,8,15,5,1.5966594750157346,4,0,3,8,0,0,0,0,0,0,35,0.12528079725870647,1,0,anomaly
229,9,181,0,0,1,0,12,0,12,14,5,2.5925795404386496,5,0,9,0,2,0,0,0,0,7,254,0.00806459414663951,0,0,anomaly
151,7,111,0,0,1,0,0,0,1,16,1,2.048712857437064,5,0,12,8,0,1,1,0,0,8,17,0.02253579803237013,0,0,anomaly
250,29,157,0,0,1,0,4,0,6,18,2,0.45955848420612777,0,0,0,0,0,0,0,0,0,3,107,0.03260236771236087,0,0,anomaly
411,4,404,0,0,1,0,8,0,9,16,4,2.8122631441519235,12,0,4,0,0,0,0,0,0,22,24,0.036177405702445105,0,0,anomaly
572,7,415,0,0,1,0,25,0,25,12,3,1.6181421324743603,3,0,0,8,5,0,0,0,0,0,93,0.05800665692758844,0,0,anomaly
254,16,188,0,0,1,0,145,11,134,12,1,0.0,0,0,0,0,0,0,0,0,0,7,18,0.026000499063880363,8,0,anomaly
1672,17,1629,0,5,1,0,0,0,1,19,4,0.0,1,0,0,0,0,0,0,0,0,1,1,0.04444080581785735,0,0,anomaly
294,9,184,0,0,1,0,7,0,8,10,5,3.1824085718253907,6,0,0,1,4,0,0,0,0,0,1049,0.06499181935886399,0,0,anomaly
218,14,77,0,0,1,0,26,1,25,21,5,1.4513831288168877,6,0,11,5,0,0,0,0,0,23,33,0.21648639825568503,0,0,anomaly
412,10,120,0,0,1,0,19,0,20,9,4,0.0,1,0,0,0,0,0,0,0,0,3,14,0.053255420121941004,0,0,anomaly
1329,97,634,0,0,0,0,32,1,32,16,1,2.8755149364048105,6,0,13,9,5,0,0,0,0,12,67,0.15263615619044177,0,0,anomaly
449,5,25,0,0,1,0,61,3,58,9,2,1.1270157242018017,0,0,0,0,0,0,0,0,0,0,11,0.01908273745427537,2,0,anomaly
359,4,329,0,0,1,0,14,0,15,9,2,2.085892053921158,1,0,13,0,0,0,0,0,0,5,305,0.019064535695789912,0,0,anomaly
293,17,254,0,0,1,0,18,0,19,23,4,1.698730378073196,4,0,0,9,2,0,0,0,0,13,43,0.03486472978384487,0,0,anomaly
504,7,212,0,0,1,0,26,0,26,12,3,7.518245628650586,2,0,1,9,0,0,0,0,0,0,16,0.06372109865915179,0,0,anomaly
237,17,202,0,0,1,0,13,0,14,14,3,0.586401917807555,1,0,6,0,0,0,0,0,0,3,9,0.000547166806843286,5,0,anomaly
2399,130,1527,0,3,1,0,29,0,30,14,4,8.779301744643037,4,0,28,2,3,0,0,0,0,15,102,0.0181343253802259,0,0,anomaly
284,19,212,0,0,1,0,0,0,1,15,2,1.4121271008850178,1,0,16,0,0,0,0,0,0,26,34,0.08044513737974204,6,0,anomaly
352,15,295,0,0,1,0,0,0,2,15,4,3.29988600591078,3,0,19,11,0,0,0,0,0,0,65,0.055702209571087895,0,0,anomaly
297,24,199,0,0,1,0,30,0,30,12,7,0.7943343551982995,7,0,22,9,1,0,0,0,0,12,18,0.04308128862548563,1,0,anomaly
268,15,212,0,0,1,0,45,2,43,17,6,3.789584938653071,4,0,42,0,0,0,0,0,0,13,26,0.02247980019788493,0,0,anomaly
385,20,335,0,0,1,0,27,2,25,11,3,0.232960611272933,3,0,9,4,0,0,0,0,0,12,179,0.038146597145758986,0,0,anomaly
259,10,216,0,0,1,0,12,0,13,8,6,2.8306867510200675,8,0,22,0,1,1,2,0,0,3,72,0.02561979702600579,0,0,anomaly
274,7,122,1,0,1,0,11,0,11,10,5,0.20992717531004423,4,0,18,4,0,0,0,0,0,0,120,0.03720791241269294,3,0,anomaly
181,9,79,0,0,1,0,42,2,40,13,3,2.337252472269399,5,0,17,0,4,0,1,0,0,18,44,0.07556011417457681,0,0,anomaly
335,11,191,0,0,1,0,19,0,19,11,4,0.0,1,0,25,0,0,0,0,0,0,0,1049,0.04008268923711492,1,0,anomaly
208,3,199,0,0,1,0,0,0,1,21,6,2.5617276815592755,7,0,4,9,1,0,0,0,0,0,21,0.1793940480567786,0,0,anomaly
187,3,183,0,0,1,0,0,0,2,21,3,2.8884989177484055,1,0,0,0,0,0,0,0,0,17,57,0.024417825962341898,0,0,anomaly
267,15,155,0,0,1,0,37,3,34,14,2,0.546395053028571,4,0,11,5,0,3,0,0,0,0,86,0.06673790413547809,0,0,anomaly
147,5,129,0,0,1,0,12,0,13,23,3,1.9523234437010235,1,0,0,0,0,0,0,0,0,4,35,0.020251770973678463,0,0,anomaly
239,3,220,0,0,1,0,37,1,36,16,5,3.2428213373302133,2,0,0,0,0,0,0,0,0,21,86,0.10255533950871708,1,0,anomaly
252,15,149,0,0,1,0,14,0,15,26,7,1.8471222097486155,7,0,23,2,1,0,0,0,0,2,12,0.04108058224106167,2,0,anomaly
231,19,178,0,0,1,0,6,0,8,15,5,1.4456541985142841,2,0,0,0,0,0,0,0,0,0,10,0.014386539981885943,1,0,anomaly
219,14,68,0,0,1,0,61,5,56,19,5,3.2840611434120603,14,0,5,8,2,3,0,1,0,0,202,0.016791658795081692,0,2,anomaly
248,13,222,0,0,1,0,0,0,1,18,2,0.08629036468869344,0,0,0,0,0,0,0,0,0,3,14,0.040725866903084273,0,1,anomaly
557,4,532,0,0,1,0,23,1,22,14,2,2.4675624722925114,2,0,7,5,0,0,0,0,0,13,28,0.07465660736041749,9,0,anomaly
183,3,177,0,0,1,0,47,2,45,20,3,0.8371005817779149,3,0,0,9,5,0,0,0,0,2,131,0.018095298776441723,0,0,anomaly
254,3,256,1,0,1,0,21,0,21,15,3,3.4656734275514376,9,0,2,7,8,3,1,1,0,7,52,0.023444530484213518,5,0,anomaly
184,7,47,0,0,1,0,7,0,9,15,5,1.0687361511204068,4,0,14,0,0,0,0,0,0,2,58,0.062056986623230496,0,0,anomaly
188,9,82,0,0,1,0,0,0,0,13,6,4.448018041965197,15,0,21,7,2,2,0,0,0,15,54,0.0308069093512909,3,0,anomaly
274,3,280,0,0,1,0,37,1,36,15,6,2.1173251513733744,5,0,0,9,2,0,0,0,0,16,145,0.0322477112853534,9,0,anomaly
353,6,123,0,0,1,0,8,0,10,10,3,1.2862589274672476,0,0,0,0,0,0,0,0,0,5,52,0.020658525939359556,2,0,anomaly
305,4,126,0,0,1,0,0,0,1,14,4,1.5391675449480766,3,0,9,0,0,0,0,0,0,21,25,0.06904897543352947,0,0,anomaly
356,15,298,0,0,1,0,0,0,2,15,6,5.071268734190564,12,0,0,0,6,0,0,0,0,9,19,0.047872453184132475,0,0,anomaly
205,4,77,0,0,1,0,0,0,2,12,5,0.0,1,0,0,0,0,0,0,0,0,8,22,0.019065912452426146,0,0,anomaly
327,4,203,0,0,1,0,21,0,21,12,2,1.5387020198113326,1,0,0,0,0,0,0,0,0,0,1,0.02506183454323939,2,0,anomaly
246,15,147,0,0,1,0,11,0,10,16,2,1.2680909578784045,3,0,21,0,7,0,0,0,0,4,43,0.013546075206293709,1,0,anomaly
235,22,143,0,0,1,0,12,0,12,15,2,1.0836140687627527,3,0,1,7,1,0,0,0,0,7,51,0.12221798981416908,0,0,anomaly
366,6,129,0,0,1,0,1,0,3,10,3,8.653549589856349,1,0,24,0,0,0,0,0,0,10,62,0.050283353824293525,0,3,anomaly
1486,101,989,0,0,1,0,16,0,17,13,4,1.4908950250847206,0,0,0,0,0,0,0,0,0,3,122,0.05822124094049987,0,0,anomaly
417,6,159,0,0,1,0,4,0,6,12,3,4.676656310418958,1,0,3,0,0,0,0,0,0,0,33,0.022063560606850004,14,0,anomaly
344,3,173,0,0,1,0,3,0,5,11,3,2.7615513157236204,11,0,0,14,6,0,1,0,0,20,36,0.02328531180076028,0,0,anomaly
303,24,57,0,0,1,0,67,4,63,7,6,1.7974802696402867,4,0,6,0,4,0,0,0,0,14,62,0.03578090130477903,0,0,anomaly
170,3,158,0,0,1,0,0,0,1,19,2,1.662737535751554,3,0,6,4,3,0,0,0,0,21,20,0.023215915159145405,0,0,anomaly
261,16,165,0,0,1,0,1,0,1,12,6,2.8600503439661473,6,0,11,0,0,2,0,0,0,0,1,0.04083639161923073,0,0,anomaly
227,9,172,0,0,1,0,0,0,0,13,7,1.3856078499752038,3,0,0,0,0,0,0,0,0,11,16,0.0064650760178357825,4,0,anomaly
692,6,596,0,0,1,0,0,0,1,16,4,1.3427057858897107,2,0,0,0,0,0,0,0,0,7,19,0.03884110611678741,0,0,anomaly
937,6,715,0,0,1,0,16,0,17,10,5,1.0416967744220818,3,0,12,16,0,0,0,0,0,0,37,0.03725386688423733,0,0,anomaly
461,20,272,0,0,1,0,0,2,0,9,5,1.9639339541342136,1,0,0,0,0,0,0,0,0,5,19,0.052279625732479386,0,0,anomaly
687,26,257,0,0,1,0,21,0,22,14,4,0.11026512237856467,3,0,3,4,0,0,0,0,0,0,64,0.043600241792410614,0,0,anomaly
371,21,120,0,0,1,0,26,0,26,6,3,2.5552950944253583,2,0,7,4,0,0,0,0,0,2,15,0.023703201569501623,0,0,anomaly
116,5,85,0,0,1,0,15,0,16,18,5,1.090081137258017,5,0,0,0,5,0,0,0,0,11,7,0.02211881040317224,0,0,anomaly
470,9,156,0,0,1,0,0,0,2,14,3,0.0,1,0,9,0,0,0,0,0,0,19,0,0.08579655100307498,3,0,anomaly
968,10,961,0,0,1,0,15,0,16,21,7,4.494095789754546,16,0,11,8,1,2,0,0,0,2,46,0.02378584412247208,0,0,anomaly
243,6,180,0,0,1,0,66,5,61,15,3,5.048800221810718,12,0,10,8,0,1,2,0,0,20,41,0.04774441059207576,15,0,anomaly
431,19,139,0,0,1,0,0,0,1,15,2,4.376536227812052,2,0,26,0,0,0,0,0,0,0,36,0.03985447500777474,1,0,anomaly
409,4,124,0,0,1,0,15,0,16,9,3,6.095570077749096,11,0,7,10,1,0,2,0,0,11,419,0.12312435314876835,4,0,anomaly
586,155,259,0,0,1,0,128,10,119,10,5,2.2901641377346165,4,0,19,10,0,0,0,0,0,5,12,0.01926322466847027,1,0,anomaly
244,4,141,0,0,1,0,16,0,17,15,2,2.26911146140387,0,0,0,0,0,0,0,0,0,3,16,0.025802625738215793,0,0,anomaly
1520,96,1322,0,3,1,0,13,0,15,11,5,2.096525207604114,2,0,8,0,0,0,0,0,0,0,91,0.019408974565942115,0,0,anomaly
467,13,451,0,0,1,0,10,0,11,15,5,0.8387847563235868,4,0,8,6,0,0,0,0,0,2,20,0.01928546673150019,1,0,anomaly
150,6,133,0,0,1,0,22,0,22,17,4,0.6371628647976499,3,0,7,0,0,0,0,0,0,1,6,0.06206889546955749,0,0,anomaly
665,6,577,0,0,1,0,29,0,29,16,3,0.36210723634299957,0,0,0,0,0,0,0,0,0,0,19,0.026968623987251535,0,0,anomaly
301,4,137,0,0,1,0,11,0,12,11,4,4.245836505954253,4,0,0,2,6,0,0,0,0,5,42,0.14210220017674174,0,0,anomaly
2064,17,1987,1,7,1,0,0,0,0,16,3,0.4465514818601246,0,0,0,0,0,0,0,0,0,10,282,0.0347638580438342,0,0,anomaly
398,16,355,0,0,1,0,26,2,24,10,5,0.5063258190790265,2,0,15,0,0,0,0,0,0,9,5,0.044185394549859876,0,0,anomaly
229,9,174,0,0,1,0,0,0,0,14,2,2.12234617983808,4,0,16,0,0,0,0,0,0,1,205,0.04917907320323621,0,0,anomaly
255,6,156,1,0,1,0,37,3,34,10,5,2.050799987474309,1,0,0,0,0,0,0,0,0,6,4,0.068953693905263,0,0,anomaly
242,4,142,0,0,1,0,29,0,28,15,6,2.2417497323900655,11,0,9,0,4,4,0,0,0,15,43,0.011641924091274168,1,0,anomaly
913,6,712,0,0,1,0,3,0,5,10,4,1.4147909511975638,2,0,17,2,0,0,0,0,0,18,79,0.05703982542883441,0,0,anomaly
424,4,408,0,0,1,0,10,0,11,17,2,1.4376812180850482,4,0,16,1,4,1,0,0,0,15,21,0.08661598411646196,8,0,anomaly
