timestamp,announcements,withdrawals,nlri_ann,dups,origin_0,origin_2,origin_changes,imp_wd,imp_wd_spath,imp_wd_dpath,as_path_max,unique_as_path_max,edit_distance_avg,edit_distance_max,edit_distance_dict_0,edit_distance_dict_1,edit_distance_dict_2,edit_distance_dict_3,edit_distance_dict_4,edit_distance_dict_5,edit_distance_dict_6,edit_distance_unique_dict_0,edit_distance_unique_dict_1,number_rare_ases,rare_ases_avg,nadas,flaps,label
2024-01-01 00:25:00,78,8,34,0,0,0,0,0,15,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,normal
2024-01-01 00:26:00,31,0,16,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 00:27:00,115,2,77,0,0,0,0,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,normal
2024-01-01 00:28:00,81,0,41,0,0,0,0,1,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 00:29:00,60,0,34,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,normal
2024-01-01 00:30:00,63,3,38,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 00:31:00,110,10,70,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,normal
2024-01-01 00:32:00,108,3,71,0,0,0,0,0,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 00:33:00,40,0,18,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 00:34:00,74,7,37,0,0,0,0,0,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 00:35:00,41,1,24,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 00:36:00,115,12,71,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,normal
2024-01-01 00:37:00,49,0,23,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 00:38:00,95,2,63,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 00:39:00,77,9,35,0,0,0,0,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 00:40:00,55,0,32,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 00:41:00,158,6,113,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,normal
2024-01-01 00:42:00,55,0,32,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 00:43:00,75,8,36,0,0,0,0,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,normal
2024-01-01 00:44:00,27,0,9,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 00:45:00,64,1,28,0,0,0,0,0,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,normal
2024-01-01 00:46:00,55,0,26,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 00:47:00,60,0,28,0,0,0,0,0,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 00:48:00,40,5,21,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 00:49:00,231,2,211,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 00:50:00,44,5,24,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 00:51:00,133,0,65,0,0,0,0,0,60,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,normal
2024-01-01 00:52:00,54,1,25,0,0,0,0,0,16,7,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,normal
2024-01-01 00:53:00,243,1,128,0,0,0,0,0,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,normal
2024-01-01 00:54:00,159,0,120,0,0,0,0,0,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 00:55:00,252,0,132,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,normal
2024-01-01 00:56:00,68,17,47,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,normal
2024-01-01 00:57:00,78,2,39,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,normal
2024-01-01 00:58:00,132,0,83,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 00:59:00,78,0,36,0,0,0,0,0,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 01:00:00,75,1,40,0,0,0,0,0,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 01:01:00,119,2,84,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal
2024-01-01 01:02:00,165,1,80,0,0,0,0,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 01:03:00,111,0,92,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,normal
2024-01-01 01:04:00,53,0,26,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 01:05:00,54,1,29,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,normal
2024-01-01 01:06:00,117,0,99,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 01:07:00,36,0,19,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 01:08:00,144,0,128,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 01:09:00,52,0,30,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 01:10:00,160,0,77,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 01:11:00,191,0,82,0,0,0,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 01:12:00,54,0,23,0,0,0,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 01:13:00,74,6,52,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,normal
2024-01-01 01:14:00,34,0,18,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 01:15:00,74,7,36,0,0,0,0,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 01:16:00,104,9,75,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 01:17:00,266,1,138,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,normal
2024-01-01 01:18:00,80,0,42,0,0,0,0,0,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 01:19:00,245,0,127,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 01:20:00,165,1,87,0,0,0,0,0,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 01:21:00,40,3,18,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 01:22:00,70,0,31,0,0,0,0,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,normal
2024-01-01 01:23:00,59,4,29,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 01:24:00,79,11,33,0,0,0,0,0,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 01:25:00,110,2,74,0,0,0,0,0,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,normal
2024-01-01 01:26:00,82,0,44,0,0,0,0,0,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,normal
2024-01-01 01:27:00,104,0,62,0,0,0,0,0,35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,normal
2024-01-01 01:28:00,78,0,38,0,0,0,0,0,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 01:29:00,82,2,51,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 01:30:00,53,0,33,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,normal
2024-01-01 01:31:00,104,9,76,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 01:32:00,68,0,30,0,0,0,0,1,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,normal
2024-01-01 01:33:00,265,0,213,0,0,0,0,0,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,normal
2024-01-01 01:34:00,96,2,64,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 01:35:00,70,6,30,0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,normal
2024-01-01 01:36:00,145,0,109,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal
2024-01-01 01:37:00,79,10,35,0,0,0,0,1,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 01:38:00,89,2,57,0,0,0,0,0,18,10,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,normal
2024-01-01 01:39:00,62,2,35,0,0,0,0,1,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 01:40:00,80,1,44,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,normal
2024-01-01 01:41:00,122,3,81,0,0,0,0,0,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 01:42:00,49,0,32,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 01:43:00,109,0,93,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,normal
2024-01-01 01:44:00,160,1,77,0,0,0,0,0,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 01:45:00,50,0,24,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal
2024-01-01 01:46:00,121,3,81,0,0,0,0,0,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 01:47:00,75,0,36,0,0,0,0,0,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 01:48:00,137,0,104,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,normal
2024-01-01 01:49:00,39,0,19,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,normal
2024-01-01 01:50:00,64,5,37,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 01:51:00,55,0,35,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,normal
2024-01-01 01:52:00,41,2,21,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 01:53:00,156,0,104,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,normal
2024-01-01 01:54:00,153,0,75,0,0,0,0,1,60,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 01:55:00,179,1,106,0,0,0,0,0,48,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,normal
2024-01-01 01:56:00,43,0,20,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,normal
2024-01-01 01:57:00,74,0,35,0,0,0,0,1,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,normal
2024-01-01 01:58:00,52,0,33,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 01:59:00,42,0,14,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 02:00:00,56,2,29,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 02:01:00,40,0,16,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,normal
2024-01-01 02:02:00,128,1,75,0,0,0,0,0,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,normal
2024-01-01 02:03:00,37,0,19,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,normal
2024-01-01 02:04:00,72,6,52,0,0,0,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 02:05:00,287,0,212,0,0,0,0,0,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 02:06:00,65,0,30,0,0,0,0,0,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,normal
2024-01-01 02:07:00,33,0,17,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 02:08:00,116,2,78,0,0,0,0,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 02:09:00,46,5,32,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 02:10:00,80,0,33,0,0,0,0,0,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 02:11:00,97,1,44,0,0,0,0,0,26,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 02:12:00,53,0,34,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,normal
2024-01-01 02:13:00,165,2,98,0,0,0,0,1,42,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 02:14:00,45,5,24,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 02:15:00,73,0,33,0,0,0,0,0,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,normal
2024-01-01 02:16:00,55,1,23,0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,normal
2024-01-01 02:17:00,87,8,64,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 02:18:00,36,0,19,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 02:19:00,78,2,44,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 02:20:00,188,1,104,0,0,0,0,0,44,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,normal
2024-01-01 02:21:00,59,1,40,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,normal
2024-01-01 02:22:00,174,1,89,0,0,0,0,0,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 02:23:00,64,6,21,0,0,0,0,1,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 02:24:00,61,1,26,0,0,0,0,0,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 02:25:00,112,13,69,0,0,0,0,0,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 02:26:00,72,6,41,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 02:27:00,105,9,76,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 02:28:00,72,7,35,0,0,0,0,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,normal
2024-01-01 02:29:00,185,1,88,0,0,0,0,0,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 02:30:00,135,4,78,0,0,0,0,0,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 02:31:00,65,5,31,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 02:32:00,40,0,21,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,normal
2024-01-01 02:33:00,248,1,127,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,normal
2024-01-01 02:34:00,41,5,22,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,normal
2024-01-01 02:35:00,34,2,16,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,normal
2024-01-01 02:36:00,32,0,17,0,7,1,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,normal
2024-01-01 02:37:00,81,0,42,0,0,0,0,0,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 02:38:00,108,9,68,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 02:39:00,42,5,22,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 02:40:00,90,7,61,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 02:41:00,242,0,114,0,0,0,0,0,38,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 02:42:00,221,1,143,0,0,0,0,0,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,normal
2024-01-01 02:43:00,54,0,22,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 02:44:00,156,0,96,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 02:45:00,106,1,79,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,normal
2024-01-01 02:46:00,64,0,37,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 02:47:00,67,6,44,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal
2024-01-01 02:48:00,56,2,26,0,0,0,0,0,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 02:49:00,126,1,76,0,0,0,0,0,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 02:50:00,77,7,57,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal
2024-01-01 02:51:00,92,2,52,0,0,0,0,0,21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 02:52:00,75,0,38,0,0,0,0,1,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 02:53:00,198,1,103,0,0,0,0,0,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,normal
2024-01-01 02:54:00,68,2,41,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 02:55:00,248,0,129,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 02:56:00,49,0,23,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 02:57:00,56,1,36,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,normal
2024-01-01 02:58:00,98,1,43,0,0,0,0,0,26,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,normal
2024-01-01 02:59:00,117,2,78,0,0,0,0,0,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 03:00:00,46,0,23,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,normal
2024-01-01 03:01:00,107,12,69,0,0,0,0,0,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,normal
2024-01-01 03:02:00,186,1,97,0,0,0,0,0,38,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,normal
2024-01-01 03:03:00,190,0,77,0,0,0,0,0,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,normal
2024-01-01 03:04:00,150,0,85,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 03:05:00,92,0,38,0,0,0,0,0,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,normal
2024-01-01 03:06:00,73,0,34,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 03:07:00,38,0,20,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,normal
2024-01-01 03:08:00,72,0,37,0,0,0,0,0,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 03:09:00,44,3,21,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 03:10:00,194,1,97,0,0,0,0,0,34,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
2024-01-01 03:11:00,133,3,87,0,0,0,0,0,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,normal
2024-01-01 03:12:00,113,11,71,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
